,kraj-druh-R-M,id_kraj,rok,mesic,druh,cena,fdbi70,fdbi85,fdbi100,pdb,kraj,byt,datum
4235,1010-126-2013-8,1010,2013,8,126,1391942.0,0.2645,0.2674,0.2968,3.94,Plzeňský,3+1,2013-08-01 00:00:00
4236,1011-126-2013-8,1011,2013,8,126,1827721.0,0.2972,0.3005,0.3335,4.42,Středočeský,3+1,2013-08-01 00:00:00
4237,1013-126-2013-8,1013,2013,8,126,658542.0,0.1422,0.1437,0.1596,2.11,Ústecký,3+1,2013-08-01 00:00:00
4238,2002-126-2013-8,2002,2013,8,126,1577753.0,0.2928,0.2961,0.3286,4.36,Jihomoravský,3+1,2013-08-01 00:00:00
4239,2009-126-2013-8,2009,2013,8,126,1543708.0,0.3157,0.3192,0.3543,4.7,Olomoucký,3+1,2013-08-01 00:00:00
4240,2012-126-2013-8,2012,2013,8,126,977668.0,0.2104,0.2127,0.2361,3.13,Moravskoslezský,3+1,2013-08-01 00:00:00
4241,2014-126-2013-8,2014,2013,8,126,1496696.0,0.2891,0.2923,0.3244,4.3,Zlínský,3+1,2013-08-01 00:00:00
4242,1001-133-2013-8,1001,2013,8,133,5976959.0,0.9314,0.9417,1.0452,13.87,Praha,4+1,2013-08-01 00:00:00
4243,1003-133-2013-8,1003,2013,8,133,1559274.0,0.3019,0.3052,0.3387,4.49,Jihočeský,4+1,2013-08-01 00:00:00
4244,1004-133-2013-8,1004,2013,8,133,1916091.0,0.385,0.3893,0.4321,5.73,Pardubický,4+1,2013-08-01 00:00:00
4245,1005-133-2013-8,1005,2013,8,133,2500262.0,0.4583,0.4633,0.5143,6.82,Královéhradecký,4+1,2013-08-01 00:00:00
4246,1006-133-2013-8,1006,2013,8,133,1700375.0,0.3081,0.3115,0.3457,4.59,Vysočina,4+1,2013-08-01 00:00:00
4247,1007-133-2013-8,1007,2013,8,133,2603904.0,0.4823,0.4876,0.5412,7.18,Karlovarský,4+1,2013-08-01 00:00:00
4248,1008-133-2013-8,1008,2013,8,133,2243000.0,0.451,0.4559,0.506,6.71,Liberecký,4+1,2013-08-01 00:00:00
4249,1010-133-2013-8,1010,2013,8,133,1914410.0,0.3638,0.3678,0.4082,5.42,Plzeňský,4+1,2013-08-01 00:00:00
4250,1011-133-2013-8,1011,2013,8,133,2728355.0,0.4437,0.4486,0.4979,6.61,Středočeský,4+1,2013-08-01 00:00:00
4251,1013-133-2013-8,1013,2013,8,133,701783.0,0.1515,0.1532,0.17,2.25,Ústecký,4+1,2013-08-01 00:00:00
4252,2002-133-2013-8,2002,2013,8,133,3493881.0,0.6485,0.6557,0.7277,9.66,Jihomoravský,4+1,2013-08-01 00:00:00
4253,2009-133-2013-8,2009,2013,8,133,2274970.0,0.4653,0.4705,0.5222,6.93,Olomoucký,4+1,2013-08-01 00:00:00
4254,2012-133-2013-8,2012,2013,8,133,1234387.0,0.2657,0.2686,0.2982,3.95,Moravskoslezský,4+1,2013-08-01 00:00:00
4255,2014-133-2013-8,2014,2013,8,133,1778005.0,0.3434,0.3472,0.3854,5.11,Zlínský,4+1,2013-08-01 00:00:00
4256,0-113-2013-8,0,2013,8,113,911664.0,0.1588,0.1606,0.1782,2.36,Celá ČR,1+1,2013-08-01 00:00:00
4257,0-123-2013-8,0,2013,8,123,1158254.0,0.2018,0.204,0.2264,3.0,Celá ČR,2+1,2013-08-01 00:00:00
4258,0-126-2013-8,0,2013,8,126,1448622.0,0.2524,0.2552,0.2832,3.76,Celá ČR,3+1,2013-08-01 00:00:00
4259,0-133-2013-8,0,2013,8,133,1934557.0,0.3371,0.3408,0.3782,5.02,Celá ČR,4+1,2013-08-01 00:00:00
4260,1001-0-2013-8,1001,2013,8,0,3687480.0,0.5746,0.581,0.6448,8.56,Praha,všechny byty,2013-08-01 00:00:00
4261,1003-0-2013-8,1003,2013,8,0,1221337.0,0.2364,0.239,0.2653,3.52,Jihočeský,všechny byty,2013-08-01 00:00:00
4262,1004-0-2013-8,1004,2013,8,0,1246098.0,0.2504,0.2531,0.281,3.73,Pardubický,všechny byty,2013-08-01 00:00:00
4263,1005-0-2013-8,1005,2013,8,0,1676287.0,0.3072,0.3106,0.3448,4.57,Královéhradecký,všechny byty,2013-08-01 00:00:00
4264,1006-0-2013-8,1006,2013,8,0,1086965.0,0.1969,0.1991,0.221,2.93,Vysočina,všechny byty,2013-08-01 00:00:00
4265,1007-0-2013-8,1007,2013,8,0,1429442.0,0.2647,0.2677,0.2971,3.94,Karlovarský,všechny byty,2013-08-01 00:00:00
4266,1008-0-2013-8,1008,2013,8,0,1271482.0,0.2556,0.2584,0.2868,3.8,Liberecký,všechny byty,2013-08-01 00:00:00
4267,1010-0-2013-8,1010,2013,8,0,1303514.0,0.2477,0.2504,0.278,3.69,Plzeňský,všechny byty,2013-08-01 00:00:00
4268,1011-0-2013-8,1011,2013,8,0,1607703.0,0.2614,0.2643,0.2934,3.89,Středočeský,všechny byty,2013-08-01 00:00:00
4269,1013-0-2013-8,1013,2013,8,0,567833.0,0.1226,0.124,0.1376,1.82,Ústecký,všechny byty,2013-08-01 00:00:00
4270,2002-0-2013-8,2002,2013,8,0,1670050.0,0.3099,0.3134,0.3478,4.61,Jihomoravský,všechny byty,2013-08-01 00:00:00
4271,2009-0-2013-8,2009,2013,8,0,1403401.0,0.287,0.2902,0.3221,4.27,Olomoucký,všechny byty,2013-08-01 00:00:00
4272,2012-0-2013-8,2012,2013,8,0,865613.0,0.1863,0.1883,0.209,2.77,Moravskoslezský,všechny byty,2013-08-01 00:00:00
4273,2014-0-2013-8,2014,2013,8,0,1282830.0,0.2477,0.2505,0.278,3.69,Zlínský,všechny byty,2013-08-01 00:00:00
4274,0-0-2013-8,0,2013,8,0,1737710.0,0.3028,0.3061,0.3397,4.51,Celá ČR,všechny byty,2013-08-01 00:00:00
4275,1001-113-2013-9,1001,2013,9,113,2078651.0,0.3247,0.3296,0.3629,4.82,Praha,1+1,2013-09-01 00:00:00
4276,1003-113-2013-9,1003,2013,9,113,985383.0,0.1912,0.1941,0.2137,2.84,Jihočeský,1+1,2013-09-01 00:00:00
4277,1004-113-2013-9,1004,2013,9,113,802348.0,0.1616,0.1641,0.1806,2.4,Pardubický,1+1,2013-09-01 00:00:00
4278,1005-113-2013-9,1005,2013,9,113,1079839.0,0.1983,0.2014,0.2217,2.94,Královéhradecký,1+1,2013-09-01 00:00:00
4279,1006-113-2013-9,1006,2013,9,113,704756.0,0.128,0.1299,0.1431,1.9,Vysočina,1+1,2013-09-01 00:00:00
4280,1007-113-2013-9,1007,2013,9,113,783628.0,0.1454,0.1477,0.1626,2.16,Karlovarský,1+1,2013-09-01 00:00:00
4281,1008-113-2013-9,1008,2013,9,113,1074303.0,0.2165,0.2198,0.242,3.21,Liberecký,1+1,2013-09-01 00:00:00
4282,1010-113-2013-9,1010,2013,9,113,879106.0,0.1674,0.17,0.1872,2.48,Plzeňský,1+1,2013-09-01 00:00:00
4283,1011-113-2013-9,1011,2013,9,113,1020762.0,0.1663,0.1689,0.18600000000000003,2.47,Středočeský,1+1,2013-09-01 00:00:00
4284,1013-113-2013-9,1013,2013,9,113,333797.0,0.0722,0.0733,0.0807,1.07,Ústecký,1+1,2013-09-01 00:00:00
4285,2002-113-2013-9,2002,2013,9,113,1178212.0,0.2192,0.2225,0.245,3.25,Jihomoravský,1+1,2013-09-01 00:00:00
4286,2009-113-2013-9,2009,2013,9,113,924573.0,0.1895,0.1924,0.2119,2.81,Olomoucký,1+1,2013-09-01 00:00:00
4287,2012-113-2013-9,2012,2013,9,113,568127.0,0.1225,0.1244,0.13699999999999998,1.82,Moravskoslezský,1+1,2013-09-01 00:00:00
4288,2014-113-2013-9,2014,2013,9,113,869201.0,0.1682,0.1708,0.1881,2.5,Zlínský,1+1,2013-09-01 00:00:00
4289,1001-123-2013-9,1001,2013,9,123,3046722.0,0.4759,0.4832,0.532,7.07,Praha,2+1,2013-09-01 00:00:00
4290,1003-123-2013-9,1003,2013,9,123,1275280.0,0.2474,0.2513,0.2766,3.67,Jihočeský,2+1,2013-09-01 00:00:00
4291,1004-123-2013-9,1004,2013,9,123,1158941.0,0.2334,0.237,0.2609,3.47,Pardubický,2+1,2013-09-01 00:00:00
4292,1005-123-2013-9,1005,2013,9,123,1688386.0,0.3102,0.3149,0.3468,4.61,Královéhradecký,2+1,2013-09-01 00:00:00
4293,1006-123-2013-9,1006,2013,9,123,963158.0,0.1749,0.1776,0.1955,2.6,Vysočina,2+1,2013-09-01 00:00:00
4294,1007-123-2013-9,1007,2013,9,123,1283791.0,0.2383,0.242,0.2664,3.54,Karlovarský,2+1,2013-09-01 00:00:00
4295,1008-123-2013-9,1008,2013,9,123,1155217.0,0.2328,0.2363,0.2602,3.46,Liberecký,2+1,2013-09-01 00:00:00
4296,1010-123-2013-9,1010,2013,9,123,1231883.0,0.2346,0.2382,0.2623,3.48,Plzeňský,2+1,2013-09-01 00:00:00
4297,1011-123-2013-9,1011,2013,9,123,1448873.0,0.2361,0.2398,0.264,3.51,Středočeský,2+1,2013-09-01 00:00:00
4298,1013-123-2013-9,1013,2013,9,123,490347.0,0.1061,0.1077,0.1186,1.57,Ústecký,2+1,2013-09-01 00:00:00
4299,2002-123-2013-9,2002,2013,9,123,1798436.0,0.3346,0.3397,0.374,4.97,Jihomoravský,2+1,2013-09-01 00:00:00
4300,2009-123-2013-9,2009,2013,9,123,1197762.0,0.2455,0.2493,0.2745,3.65,Olomoucký,2+1,2013-09-01 00:00:00
4301,2012-123-2013-9,2012,2013,9,123,763957.0,0.1648,0.1673,0.1842,2.45,Moravskoslezský,2+1,2013-09-01 00:00:00
4302,2014-123-2013-9,2014,2013,9,123,1134818.0,0.2197,0.223,0.2456,3.26,Zlínský,2+1,2013-09-01 00:00:00
4303,1001-126-2013-9,1001,2013,9,126,4509955.0,0.7044,0.7153,0.7875,10.47,Praha,3+1,2013-09-01 00:00:00
4304,1003-126-2013-9,1003,2013,9,126,1226252.0,0.2379,0.2416,0.266,3.53,Jihočeský,3+1,2013-09-01 00:00:00
4305,1004-126-2013-9,1004,2013,9,126,1435253.0,0.2891,0.2935,0.3232,4.29,Pardubický,3+1,2013-09-01 00:00:00
4306,1005-126-2013-9,1005,2013,9,126,1654855.0,0.304,0.3087,0.3399,4.51,Královéhradecký,3+1,2013-09-01 00:00:00
4307,1006-126-2013-9,1006,2013,9,126,1290094.0,0.2343,0.2379,0.2619,3.48,Vysočina,3+1,2013-09-01 00:00:00
4308,1007-126-2013-9,1007,2013,9,126,1595424.0,0.2962,0.3007,0.3311,4.4,Karlovarský,3+1,2013-09-01 00:00:00
4309,1008-126-2013-9,1008,2013,9,126,1317950.0,0.2656,0.2697,0.2969,3.94,Liberecký,3+1,2013-09-01 00:00:00
4310,1010-126-2013-9,1010,2013,9,126,1376457.0,0.2622,0.2662,0.2931,3.89,Plzeňský,3+1,2013-09-01 00:00:00
4311,1011-126-2013-9,1011,2013,9,126,1829798.0,0.2983,0.3028,0.3334,4.43,Středočeský,3+1,2013-09-01 00:00:00
4312,1013-126-2013-9,1013,2013,9,126,668094.0,0.1446,0.1468,0.1617,2.15,Ústecký,3+1,2013-09-01 00:00:00
4313,2002-126-2013-9,2002,2013,9,126,1589305.0,0.2957,0.3002,0.3305,4.39,Jihomoravský,3+1,2013-09-01 00:00:00
4314,2009-126-2013-9,2009,2013,9,126,1548342.0,0.3174,0.3223,0.3549,4.71,Olomoucký,3+1,2013-09-01 00:00:00
4315,2012-126-2013-9,2012,2013,9,126,975873.0,0.2105,0.2137,0.2354,3.13,Moravskoslezský,3+1,2013-09-01 00:00:00
4316,2014-126-2013-9,2014,2013,9,126,1504745.0,0.2913,0.2958,0.3257,4.33,Zlínský,3+1,2013-09-01 00:00:00
4317,1001-133-2013-9,1001,2013,9,133,5884406.0,0.9192,0.9333,1.0276,13.66,Praha,4+1,2013-09-01 00:00:00
4318,1003-133-2013-9,1003,2013,9,133,1649114.0,0.32,0.3249,0.3577,4.75,Jihočeský,4+1,2013-09-01 00:00:00
4319,1004-133-2013-9,1004,2013,9,133,1991429.0,0.4011,0.4073,0.4484,5.96,Pardubický,4+1,2013-09-01 00:00:00
4320,1005-133-2013-9,1005,2013,9,133,2533296.0,0.4654,0.4726,0.5203,6.91,Královéhradecký,4+1,2013-09-01 00:00:00
4321,1006-133-2013-9,1006,2013,9,133,2109813.0,0.3832,0.3891,0.4284,5.69,Vysočina,4+1,2013-09-01 00:00:00
4322,1007-133-2013-9,1007,2013,9,133,2646564.0,0.4913,0.4989,0.5493,7.3,Karlovarský,4+1,2013-09-01 00:00:00
4323,1008-133-2013-9,1008,2013,9,133,2127621.0,0.4287,0.4353,0.4793,6.37,Liberecký,4+1,2013-09-01 00:00:00
4324,1010-133-2013-9,1010,2013,9,133,1942108.0,0.3699,0.3756,0.4135,5.49,Plzeňský,4+1,2013-09-01 00:00:00
4325,1011-133-2013-9,1011,2013,9,133,2720709.0,0.4435,0.4503,0.4958,6.59,Středočeský,4+1,2013-09-01 00:00:00
4326,1013-133-2013-9,1013,2013,9,133,679352.0,0.147,0.1493,0.1644,2.18,Ústecký,4+1,2013-09-01 00:00:00
4327,2002-133-2013-9,2002,2013,9,133,3543728.0,0.6593,0.6694,0.7371,9.8,Jihomoravský,4+1,2013-09-01 00:00:00
4328,2009-133-2013-9,2009,2013,9,133,2385496.0,0.4891,0.4966,0.5468,7.27,Olomoucký,4+1,2013-09-01 00:00:00
4329,2012-133-2013-9,2012,2013,9,133,1270605.0,0.2741,0.2783,0.3065,4.07,Moravskoslezský,4+1,2013-09-01 00:00:00
4330,2014-133-2013-9,2014,2013,9,133,1818826.0,0.3521,0.3575,0.3937,5.23,Zlínský,4+1,2013-09-01 00:00:00
4331,0-113-2013-9,0,2013,9,113,894420.0,0.1562,0.1586,0.1746,2.32,Celá ČR,1+1,2013-09-01 00:00:00
4332,0-123-2013-9,0,2013,9,123,1163204.0,0.2031,0.2062,0.2271,3.02,Celá ČR,2+1,2013-09-01 00:00:00
4333,0-126-2013-9,0,2013,9,126,1439843.0,0.2514,0.2553,0.2811,3.73,Celá ČR,3+1,2013-09-01 00:00:00
4334,0-133-2013-9,0,2013,9,133,1886921.0,0.3295,0.3346,0.3684,4.89,Celá ČR,4+1,2013-09-01 00:00:00
4335,1001-0-2013-9,1001,2013,9,0,3705260.0,0.5788,0.5876,0.647,8.6,Praha,všechny byty,2013-09-01 00:00:00
4336,1003-0-2013-9,1003,2013,9,0,1258979.0,0.2443,0.248,0.2731,3.63,Jihočeský,všechny byty,2013-09-01 00:00:00
4337,1004-0-2013-9,1004,2013,9,0,1264986.0,0.2548,0.2587,0.2848,3.78,Pardubický,všechny byty,2013-09-01 00:00:00
4338,1005-0-2013-9,1005,2013,9,0,1652178.0,0.3035,0.3082,0.3393,4.51,Královéhradecký,všechny byty,2013-09-01 00:00:00
4339,1006-0-2013-9,1006,2013,9,0,1112635.0,0.2021,0.2052,0.2259,3.0,Vysočina,všechny byty,2013-09-01 00:00:00
4340,1007-0-2013-9,1007,2013,9,0,1428700.0,0.2652,0.2693,0.2965,3.94,Karlovarský,všechny byty,2013-09-01 00:00:00
4341,1008-0-2013-9,1008,2013,9,0,1299783.0,0.2619,0.2659,0.2928,3.89,Liberecký,všechny byty,2013-09-01 00:00:00
4342,1010-0-2013-9,1010,2013,9,0,1310034.0,0.2495,0.2534,0.2789,3.7,Plzeňský,všechny byty,2013-09-01 00:00:00
4343,1011-0-2013-9,1011,2013,9,0,1629110.0,0.2655,0.2696,0.2969,3.94,Středočeský,všechny byty,2013-09-01 00:00:00
4344,1013-0-2013-9,1013,2013,9,0,561960.0,0.1216,0.1235,0.1359,1.8,Ústecký,všechny byty,2013-09-01 00:00:00
4345,2002-0-2013-9,2002,2013,9,0,1676899.0,0.312,0.3167,0.3487,4.63,Jihomoravský,všechny byty,2013-09-01 00:00:00
4346,2009-0-2013-9,2009,2013,9,0,1413399.0,0.2897,0.2942,0.3239,4.3,Olomoucký,všechny byty,2013-09-01 00:00:00
4347,2012-0-2013-9,2012,2013,9,0,869422.0,0.1876,0.1904,0.2097,2.78,Moravskoslezský,všechny byty,2013-09-01 00:00:00
4348,2014-0-2013-9,2014,2013,9,0,1280634.0,0.2479,0.2517,0.2772,3.68,Zlínský,všechny byty,2013-09-01 00:00:00
4349,0-0-2013-9,0,2013,9,0,1736552.0,0.3033,0.3079,0.33899999999999997,4.5,Celá ČR,všechny byty,2013-09-01 00:00:00
4350,1001-113-2013-10,1001,2013,10,113,2126651.0,0.3318,0.3373,0.3734,4.93,Praha,1+1,2013-10-01 00:00:00
4351,1003-113-2013-10,1003,2013,10,113,959901.0,0.18600000000000003,0.1891,0.2094,2.76,Jihočeský,1+1,2013-10-01 00:00:00
4352,1004-113-2013-10,1004,2013,10,113,788909.0,0.1587,0.1613,0.1786,2.36,Pardubický,1+1,2013-10-01 00:00:00
4353,1005-113-2013-10,1005,2013,10,113,1045894.0,0.1919,0.1951,0.21600000000000003,2.85,Královéhradecký,1+1,2013-10-01 00:00:00
4354,1006-113-2013-10,1006,2013,10,113,709027.0,0.1286,0.1307,0.1448,1.91,Vysočina,1+1,2013-10-01 00:00:00
4355,1007-113-2013-10,1007,2013,10,113,753653.0,0.1397,0.142,0.1573,2.08,Karlovarský,1+1,2013-10-01 00:00:00
4356,1008-113-2013-10,1008,2013,10,113,1060591.0,0.2135,0.217,0.2403,3.17,Liberecký,1+1,2013-10-01 00:00:00
4357,1010-113-2013-10,1010,2013,10,113,873017.0,0.1661,0.1688,0.1869,2.47,Plzeňský,1+1,2013-10-01 00:00:00
4358,1011-113-2013-10,1011,2013,10,113,981989.0,0.1599,0.1625,0.1799,2.37,Středočeský,1+1,2013-10-01 00:00:00
4359,1013-113-2013-10,1013,2013,10,113,345384.0,0.0746,0.0759,0.084,1.11,Ústecký,1+1,2013-10-01 00:00:00
4360,2002-113-2013-10,2002,2013,10,113,1219630.0,0.2266,0.2304,0.2551,3.37,Jihomoravský,1+1,2013-10-01 00:00:00
4361,2009-113-2013-10,2009,2013,10,113,877104.0,0.1796,0.1826,0.2021,2.67,Olomoucký,1+1,2013-10-01 00:00:00
4362,2012-113-2013-10,2012,2013,10,113,565959.0,0.1219,0.124,0.1373,1.81,Moravskoslezský,1+1,2013-10-01 00:00:00
4363,2014-113-2013-10,2014,2013,10,113,873316.0,0.1688,0.1716,0.1901,2.51,Zlínský,1+1,2013-10-01 00:00:00
4364,1001-123-2013-10,1001,2013,10,123,3060384.0,0.4775,0.4854,0.5374,7.1,Praha,2+1,2013-10-01 00:00:00
4365,1003-123-2013-10,1003,2013,10,123,1209024.0,0.2344,0.2382,0.2638,3.48,Jihočeský,2+1,2013-10-01 00:00:00
4366,1004-123-2013-10,1004,2013,10,123,1149466.0,0.2313,0.2351,0.2603,3.44,Pardubický,2+1,2013-10-01 00:00:00
4367,1005-123-2013-10,1005,2013,10,123,1682321.0,0.3087,0.3138,0.3475,4.59,Královéhradecký,2+1,2013-10-01 00:00:00
4368,1006-123-2013-10,1006,2013,10,123,1016850.0,0.1845,0.1875,0.2076,2.74,Vysočina,2+1,2013-10-01 00:00:00
4369,1007-123-2013-10,1007,2013,10,123,1318160.0,0.2444,0.2485,0.2751,3.63,Karlovarský,2+1,2013-10-01 00:00:00
4370,1008-123-2013-10,1008,2013,10,123,1154398.0,0.2324,0.2362,0.2615,3.45,Liberecký,2+1,2013-10-01 00:00:00
4371,1010-123-2013-10,1010,2013,10,123,1258574.0,0.2395,0.2434,0.2695,3.56,Plzeňský,2+1,2013-10-01 00:00:00
4372,1011-123-2013-10,1011,2013,10,123,1441595.0,0.2347,0.2386,0.2642,3.49,Středočeský,2+1,2013-10-01 00:00:00
4373,1013-123-2013-10,1013,2013,10,123,486000.0,0.105,0.1068,0.1183,1.56,Ústecký,2+1,2013-10-01 00:00:00
4374,2002-123-2013-10,2002,2013,10,123,1845913.0,0.34299999999999997,0.3487,0.3861,5.1,Jihomoravský,2+1,2013-10-01 00:00:00
4375,2009-123-2013-10,2009,2013,10,123,1145485.0,0.2346,0.2385,0.264,3.49,Olomoucký,2+1,2013-10-01 00:00:00
4376,2012-123-2013-10,2012,2013,10,123,772112.0,0.1664,0.1691,0.1873,2.47,Moravskoslezský,2+1,2013-10-01 00:00:00
4377,2014-123-2013-10,2014,2013,10,123,1135125.0,0.2195,0.2231,0.247,3.26,Zlínský,2+1,2013-10-01 00:00:00
4378,1001-126-2013-10,1001,2013,10,126,4570821.0,0.7132,0.725,0.8027,10.61,Praha,3+1,2013-10-01 00:00:00
4379,1003-126-2013-10,1003,2013,10,126,1202065.0,0.233,0.2369,0.2622,3.46,Jihočeský,3+1,2013-10-01 00:00:00
4380,1004-126-2013-10,1004,2013,10,126,1411115.0,0.2839,0.2886,0.3195,4.22,Pardubický,3+1,2013-10-01 00:00:00
4381,1005-126-2013-10,1005,2013,10,126,1675490.0,0.3075,0.3126,0.3461,4.57,Královéhradecký,3+1,2013-10-01 00:00:00
4382,1006-126-2013-10,1006,2013,10,126,1326217.0,0.2406,0.2446,0.2708,3.58,Vysočina,3+1,2013-10-01 00:00:00
4383,1007-126-2013-10,1007,2013,10,126,1643075.0,0.3047,0.3097,0.3429,4.53,Karlovarský,3+1,2013-10-01 00:00:00
4384,1008-126-2013-10,1008,2013,10,126,1325483.0,0.2668,0.2712,0.3003,3.97,Liberecký,3+1,2013-10-01 00:00:00
4385,1010-126-2013-10,1010,2013,10,126,1392931.0,0.265,0.2694,0.2983,3.94,Plzeňský,3+1,2013-10-01 00:00:00
4386,1011-126-2013-10,1011,2013,10,126,1829904.0,0.298,0.3029,0.3354,4.43,Středočeský,3+1,2013-10-01 00:00:00
4387,1013-126-2013-10,1013,2013,10,126,676035.0,0.1462,0.1486,0.1645,2.17,Ústecký,3+1,2013-10-01 00:00:00
4388,2002-126-2013-10,2002,2013,10,126,1615853.0,0.3003,0.3053,0.33799999999999997,4.46,Jihomoravský,3+1,2013-10-01 00:00:00
4389,2009-126-2013-10,2009,2013,10,126,1529330.0,0.3132,0.3184,0.3525,4.66,Olomoucký,3+1,2013-10-01 00:00:00
4390,2012-126-2013-10,2012,2013,10,126,974453.0,0.21,0.2135,0.2364,3.12,Moravskoslezský,3+1,2013-10-01 00:00:00
4391,2014-126-2013-10,2014,2013,10,126,1536033.0,0.2971,0.302,0.3343,4.42,Zlínský,3+1,2013-10-01 00:00:00
4392,1001-133-2013-10,1001,2013,10,133,6012226.0,0.9381,0.9537,1.0559,13.96,Praha,4+1,2013-10-01 00:00:00
4393,1003-133-2013-10,1003,2013,10,133,1520481.0,0.2947,0.2996,0.3317,4.38,Jihočeský,4+1,2013-10-01 00:00:00
4394,1004-133-2013-10,1004,2013,10,133,1939702.0,0.3903,0.3968,0.4393,5.8,Pardubický,4+1,2013-10-01 00:00:00
4395,1005-133-2013-10,1005,2013,10,133,2410024.0,0.4423,0.4496,0.4978,6.58,Královéhradecký,4+1,2013-10-01 00:00:00
4396,1006-133-2013-10,1006,2013,10,133,1950789.0,0.354,0.3598,0.3984,5.26,Vysočina,4+1,2013-10-01 00:00:00
4397,1007-133-2013-10,1007,2013,10,133,2509298.0,0.4654,0.4731,0.5238,6.92,Karlovarský,4+1,2013-10-01 00:00:00
4398,1008-133-2013-10,1008,2013,10,133,2198476.0,0.4426,0.4499,0.4981,6.58,Liberecký,4+1,2013-10-01 00:00:00
4399,1010-133-2013-10,1010,2013,10,133,1984855.0,0.3777,0.384,0.4251,5.62,Plzeňský,4+1,2013-10-01 00:00:00
4400,1011-133-2013-10,1011,2013,10,133,2736675.0,0.4456,0.45299999999999996,0.5015,6.63,Středočeský,4+1,2013-10-01 00:00:00
4401,1013-133-2013-10,1013,2013,10,133,641579.0,0.1387,0.141,0.1561,2.06,Ústecký,4+1,2013-10-01 00:00:00
4402,2002-133-2013-10,2002,2013,10,133,3505359.0,0.6515,0.6623,0.7332,9.69,Jihomoravský,4+1,2013-10-01 00:00:00
4403,2009-133-2013-10,2009,2013,10,133,2400388.0,0.4916,0.4998,0.5533,7.31,Olomoucký,4+1,2013-10-01 00:00:00
4404,2012-133-2013-10,2012,2013,10,133,1244915.0,0.2683,0.2727,0.302,3.99,Moravskoslezský,4+1,2013-10-01 00:00:00
4405,2014-133-2013-10,2014,2013,10,133,1779665.0,0.3442,0.3499,0.3874,5.12,Zlínský,4+1,2013-10-01 00:00:00
4406,0-113-2013-10,0,2013,10,113,877951.0,0.1531,0.1557,0.1723,2.27,Celá ČR,1+1,2013-10-01 00:00:00
4407,0-123-2013-10,0,2013,10,123,1156335.0,0.2017,0.2051,0.22699999999999998,3.0,Celá ČR,2+1,2013-10-01 00:00:00
4408,0-126-2013-10,0,2013,10,126,1443665.0,0.2519,0.256,0.2834,3.74,Celá ČR,3+1,2013-10-01 00:00:00
4409,0-133-2013-10,0,2013,10,133,1918792.0,0.3347,0.3403,0.3768,4.98,Celá ČR,4+1,2013-10-01 00:00:00
4410,1001-0-2013-10,1001,2013,10,0,3757436.0,0.5863,0.596,0.6599,8.72,Praha,všechny byty,2013-10-01 00:00:00
4411,1003-0-2013-10,1003,2013,10,0,1209308.0,0.2344,0.2383,0.2638,3.48,Jihočeský,všechny byty,2013-10-01 00:00:00
4412,1004-0-2013-10,1004,2013,10,0,1252638.0,0.252,0.2562,0.2836,3.75,Pardubický,všechny byty,2013-10-01 00:00:00
4413,1005-0-2013-10,1005,2013,10,0,1622856.0,0.2978,0.3028,0.3352,4.43,Královéhradecký,všechny byty,2013-10-01 00:00:00
4414,1006-0-2013-10,1006,2013,10,0,1147228.0,0.2081,0.2116,0.2343,3.09,Vysočina,všechny byty,2013-10-01 00:00:00
4415,1007-0-2013-10,1007,2013,10,0,1439989.0,0.267,0.2715,0.3005,3.97,Karlovarský,všechny byty,2013-10-01 00:00:00
4416,1008-0-2013-10,1008,2013,10,0,1286739.0,0.259,0.2633,0.2915,3.85,Liberecký,všechny byty,2013-10-01 00:00:00
4417,1010-0-2013-10,1010,2013,10,0,1322076.0,0.2516,0.2557,0.2831,3.74,Plzeňský,všechny byty,2013-10-01 00:00:00
4418,1011-0-2013-10,1011,2013,10,0,1623164.0,0.2643,0.2686,0.2975,3.93,Středočeský,všechny byty,2013-10-01 00:00:00
4419,1013-0-2013-10,1013,2013,10,0,561772.0,0.1215,0.1235,0.1367,1.8,Ústecký,všechny byty,2013-10-01 00:00:00
4420,2002-0-2013-10,2002,2013,10,0,1711710.0,0.3181,0.3234,0.358,4.73,Jihomoravský,všechny byty,2013-10-01 00:00:00
4421,2009-0-2013-10,2009,2013,10,0,1381882.0,0.28300000000000003,0.2877,0.3185,4.21,Olomoucký,všechny byty,2013-10-01 00:00:00
4422,2012-0-2013-10,2012,2013,10,0,865947.0,0.1866,0.1897,0.21,2.77,Moravskoslezský,všechny byty,2013-10-01 00:00:00
4423,2014-0-2013-10,2014,2013,10,0,1296393.0,0.2507,0.2548,0.2822,3.73,Zlínský,všechny byty,2013-10-01 00:00:00
4424,0-0-2013-10,0,2013,10,0,1738773.0,0.3033,0.3084,0.3414,4.51,Celá ČR,všechny byty,2013-10-01 00:00:00
4425,1001-113-2013-11,1001,2013,11,113,2064093.0,0.3224,0.3285,0.3635,4.79,Praha,1+1,2013-11-01 00:00:00
4426,1003-113-2013-11,1003,2013,11,113,983658.0,0.1909,0.1944,0.2152,2.83,Jihočeský,1+1,2013-11-01 00:00:00
4427,1004-113-2013-11,1004,2013,11,113,872973.0,0.1758,0.1791,0.1982,2.61,Pardubický,1+1,2013-11-01 00:00:00
4428,1005-113-2013-11,1005,2013,11,113,1052195.0,0.1933,0.1969,0.2179,2.87,Královéhradecký,1+1,2013-11-01 00:00:00
