,kraj-druh-R-M,id_kraj,rok,mesic,druh,cena,fdbi70,fdbi85,fdbi100,pdb,kraj,byt,datum
2283,1007-126-2011-7,1007,2011,7,126,1693478.0,35.7,36.0,39.7,4.83,Karlovarský,3+1,2011-07-01 00:00:00
2284,1008-126-2011-7,1008,2011,7,126,1367855.0,30.0,30.3,33.4,4.06,Liberecký,3+1,2011-07-01 00:00:00
2285,1010-126-2011-7,1010,2011,7,126,1579768.0,32.3,32.7,36.0,4.37,Plzeňský,3+1,2011-07-01 00:00:00
2286,1011-126-2011-7,1011,2011,7,126,2177943.0,39.3,39.7,43.8,5.31,Středočeský,3+1,2011-07-01 00:00:00
2287,1013-126-2011-7,1013,2011,7,126,761620.0,17.6,17.8,19.6,2.38,Ústecký,3+1,2011-07-01 00:00:00
2288,2002-126-2011-7,2002,2011,7,126,2115432.0,42.3,42.7,47.1,5.72,Jihomoravský,3+1,2011-07-01 00:00:00
2289,2009-126-2011-7,2009,2011,7,126,1438065.0,32.3,32.6,36.0,4.37,Olomoucký,3+1,2011-07-01 00:00:00
2290,2012-126-2011-7,2012,2011,7,126,1099101.0,25.1,25.4,28.0,3.39,Moravskoslezský,3+1,2011-07-01 00:00:00
2291,2014-126-2011-7,2014,2011,7,126,1660743.0,34.9,35.3,38.9,4.72,Zlínský,3+1,2011-07-01 00:00:00
2292,1001-133-2011-7,1001,2011,7,133,6587778.0,111.5,112.7,124.3,15.1,Praha,4+1,2011-07-01 00:00:00
2293,1003-133-2011-7,1003,2011,7,133,1438586.0,30.7,31.1,34.3,4.16,Jihočeský,4+1,2011-07-01 00:00:00
2294,1004-133-2011-7,1004,2011,7,133,1686225.0,36.0,36.4,40.2,4.88,Pardubický,4+1,2011-07-01 00:00:00
2295,1005-133-2011-7,1005,2011,7,133,2235707.0,46.1,46.6,51.4,6.24,Královéhradecký,4+1,2011-07-01 00:00:00
2296,1006-133-2011-7,1006,2011,7,133,1534550.0,29.9,30.2,33.3,4.04,Vysočina,4+1,2011-07-01 00:00:00
2297,1007-133-2011-7,1007,2011,7,133,2221410.0,46.8,47.3,52.1,6.33,Karlovarský,4+1,2011-07-01 00:00:00
2298,1008-133-2011-7,1008,2011,7,133,1761111.0,38.6,39.0,43.0,5.22,Liberecký,4+1,2011-07-01 00:00:00
2299,1010-133-2011-7,1010,2011,7,133,2002533.0,41.0,41.4,45.7,5.55,Plzeňský,4+1,2011-07-01 00:00:00
2300,1011-133-2011-7,1011,2011,7,133,2987640.0,53.9,54.4,60.0,7.29,Středočeský,4+1,2011-07-01 00:00:00
2301,1013-133-2011-7,1013,2011,7,133,772770.0,17.9,18.0,19.9,2.41,Ústecký,4+1,2011-07-01 00:00:00
2302,2002-133-2011-7,2002,2011,7,133,2948599.0,58.9,59.5,65.7,7.97,Jihomoravský,4+1,2011-07-01 00:00:00
2303,2009-133-2011-7,2009,2011,7,133,2254521.0,50.6,51.1,56.4,6.85,Olomoucký,4+1,2011-07-01 00:00:00
2304,2012-133-2011-7,2012,2011,7,133,1525943.0,34.8,35.2,38.8,4.71,Moravskoslezský,4+1,2011-07-01 00:00:00
2305,2014-133-2011-7,2014,2011,7,133,1954129.0,41.1,41.5,45.8,5.56,Zlínský,4+1,2011-07-01 00:00:00
2306,0-113-2011-7,0,2011,7,113,976288.0,18.6,18.8,20.7,2.51,Celá ČR,1+1,2011-07-01 00:00:00
2307,0-123-2011-7,0,2011,7,123,1312294.0,25.0,25.2,27.8,3.38,Celá ČR,2+1,2011-07-01 00:00:00
2308,0-126-2011-7,0,2011,7,126,1603736.0,30.5,30.8,34.0,4.13,Celá ČR,3+1,2011-07-01 00:00:00
2309,0-133-2011-7,0,2011,7,133,1910803.0,36.3,36.7,40.5,4.92,Celá ČR,4+1,2011-07-01 00:00:00
2310,1001-0-2011-7,1001,2011,7,0,3787878.0,64.1,64.8,71.5,8.68,Praha,všechny byty,2011-07-01 00:00:00
2311,1003-0-2011-7,1003,2011,7,0,1197920.0,25.6,25.9,28.5,3.46,Jihočeský,všechny byty,2011-07-01 00:00:00
2312,1004-0-2011-7,1004,2011,7,0,1390009.0,29.7,30.0,33.1,4.02,Pardubický,všechny byty,2011-07-01 00:00:00
2313,1005-0-2011-7,1005,2011,7,0,1506598.0,31.1,31.4,34.6,4.21,Královéhradecký,všechny byty,2011-07-01 00:00:00
2314,1006-0-2011-7,1006,2011,7,0,1168540.0,22.8,23.0,25.4,3.08,Vysočina,všechny byty,2011-07-01 00:00:00
2315,1007-0-2011-7,1007,2011,7,0,1447798.0,30.5,30.8,34.0,4.12,Karlovarský,všechny byty,2011-07-01 00:00:00
2316,1008-0-2011-7,1008,2011,7,0,1216550.0,26.7,26.9,29.7,3.61,Liberecký,všechny byty,2011-07-01 00:00:00
2317,1010-0-2011-7,1010,2011,7,0,1421893.0,29.1,29.4,32.4,3.94,Plzeňský,všechny byty,2011-07-01 00:00:00
2318,1011-0-2011-7,1011,2011,7,0,1895340.0,34.2,34.5,38.1,4.62,Středočeský,všechny byty,2011-07-01 00:00:00
2319,1013-0-2011-7,1013,2011,7,0,660260.0,15.3,15.4,17.0,2.06,Ústecký,všechny byty,2011-07-01 00:00:00
2320,2002-0-2011-7,2002,2011,7,0,1917558.0,38.3,38.7,42.7,5.18,Jihomoravský,všechny byty,2011-07-01 00:00:00
2321,2009-0-2011-7,2009,2011,7,0,1355433.0,30.4,30.7,33.9,4.12,Olomoucký,všechny byty,2011-07-01 00:00:00
2322,2012-0-2011-7,2012,2011,7,0,1001963.0,22.9,23.1,25.5,3.09,Moravskoslezský,všechny byty,2011-07-01 00:00:00
2323,2014-0-2011-7,2014,2011,7,0,1422051.0,29.9,30.2,33.3,4.04,Zlínský,všechny byty,2011-07-01 00:00:00
2324,0-0-2011-7,0,2011,7,0,1791646.0,34.1,34.4,38.0,4.61,Celá ČR,všechny byty,2011-07-01 00:00:00
2325,1001-113-2011-8,1001,2011,8,113,2128349.0,35.7,36.0,39.7,4.89,Praha,1+1,2011-08-01 00:00:00
2326,1003-113-2011-8,1003,2011,8,113,907414.0,19.2,19.3,21.3,2.62,Jihočeský,1+1,2011-08-01 00:00:00
2327,1004-113-2011-8,1004,2011,8,113,863647.0,18.4,18.5,20.4,2.51,Pardubický,1+1,2011-08-01 00:00:00
2328,1005-113-2011-8,1005,2011,8,113,973877.0,19.8,20.0,22.0,2.71,Královéhradecký,1+1,2011-08-01 00:00:00
2329,1006-113-2011-8,1006,2011,8,113,739109.0,14.3,14.4,15.9,1.95,Vysočina,1+1,2011-08-01 00:00:00
2330,1007-113-2011-8,1007,2011,8,113,817492.0,16.9,17.1,18.8,2.31,Karlovarský,1+1,2011-08-01 00:00:00
2331,1008-113-2011-8,1008,2011,8,113,775767.0,16.8,17.0,18.7,2.3,Liberecký,1+1,2011-08-01 00:00:00
2332,1010-113-2011-8,1010,2011,8,113,878769.0,17.8,18.0,19.8,2.44,Plzeňský,1+1,2011-08-01 00:00:00
2333,1011-113-2011-8,1011,2011,8,113,1098861.0,19.6,19.7,21.7,2.68,Středočeský,1+1,2011-08-01 00:00:00
2334,1013-113-2011-8,1013,2011,8,113,406066.0,9.3,9.4,10.4,1.27,Ústecký,1+1,2011-08-01 00:00:00
2335,2002-113-2011-8,2002,2011,8,113,1142453.0,22.6,22.8,25.2,3.1,Jihomoravský,1+1,2011-08-01 00:00:00
2336,2009-113-2011-8,2009,2011,8,113,897334.0,19.9,20.1,22.1,2.72,Olomoucký,1+1,2011-08-01 00:00:00
2337,2012-113-2011-8,2012,2011,8,113,635750.0,14.4,14.6,16.0,1.97,Moravskoslezský,1+1,2011-08-01 00:00:00
2338,2014-113-2011-8,2014,2011,8,113,867910.0,18.1,18.2,20.1,2.47,Zlínský,1+1,2011-08-01 00:00:00
2339,1001-123-2011-8,1001,2011,8,123,3204965.0,53.7,54.2,59.7,7.36,Praha,2+1,2011-08-01 00:00:00
2340,1003-123-2011-8,1003,2011,8,123,1133586.0,23.9,24.1,26.6,3.27,Jihočeský,2+1,2011-08-01 00:00:00
2341,1004-123-2011-8,1004,2011,8,123,1312179.0,27.9,28.1,31.0,3.82,Pardubický,2+1,2011-08-01 00:00:00
2342,1005-123-2011-8,1005,2011,8,123,1566958.0,31.8,32.1,35.4,4.36,Královéhradecký,2+1,2011-08-01 00:00:00
2343,1006-123-2011-8,1006,2011,8,123,1064137.0,20.6,20.7,22.9,2.81,Vysočina,2+1,2011-08-01 00:00:00
2344,1007-123-2011-8,1007,2011,8,123,1264731.0,26.2,26.4,29.1,3.58,Karlovarský,2+1,2011-08-01 00:00:00
2345,1008-123-2011-8,1008,2011,8,123,1139212.0,24.7,24.9,27.5,3.38,Liberecký,2+1,2011-08-01 00:00:00
2346,1010-123-2011-8,1010,2011,8,123,1394830.0,28.3,28.6,31.5,3.88,Plzeňský,2+1,2011-08-01 00:00:00
2347,1011-123-2011-8,1011,2011,8,123,1506463.0,26.8,27.1,29.8,3.67,Středočeský,2+1,2011-08-01 00:00:00
2348,1013-123-2011-8,1013,2011,8,123,596651.0,13.7,13.8,15.2,1.87,Ústecký,2+1,2011-08-01 00:00:00
2349,2002-123-2011-8,2002,2011,8,123,1704517.0,33.8,34.1,37.5,4.62,Jihomoravský,2+1,2011-08-01 00:00:00
2350,2009-123-2011-8,2009,2011,8,123,1310391.0,29.1,29.3,32.3,3.98,Olomoucký,2+1,2011-08-01 00:00:00
2351,2012-123-2011-8,2012,2011,8,123,873380.0,19.8,20.0,22.0,2.71,Moravskoslezský,2+1,2011-08-01 00:00:00
2352,2014-123-2011-8,2014,2011,8,123,1227768.0,25.6,25.8,28.4,3.5,Zlínský,2+1,2011-08-01 00:00:00
2353,1001-126-2011-8,1001,2011,8,126,4466761.0,74.9,75.6,83.2,10.26,Praha,3+1,2011-08-01 00:00:00
2354,1003-126-2011-8,1003,2011,8,126,1260460.0,26.6,26.8,29.6,3.64,Jihočeský,3+1,2011-08-01 00:00:00
2355,1004-126-2011-8,1004,2011,8,126,1564026.0,33.2,33.5,36.9,4.55,Pardubický,3+1,2011-08-01 00:00:00
2356,1005-126-2011-8,1005,2011,8,126,1600792.0,32.5,32.8,36.1,4.45,Královéhradecký,3+1,2011-08-01 00:00:00
2357,1006-126-2011-8,1006,2011,8,126,1318716.0,25.5,25.7,28.3,3.49,Vysočina,3+1,2011-08-01 00:00:00
2358,1007-126-2011-8,1007,2011,8,126,1702389.0,35.2,35.6,39.2,4.82,Karlovarský,3+1,2011-08-01 00:00:00
2359,1008-126-2011-8,1008,2011,8,126,1321189.0,28.7,28.9,31.9,3.92,Liberecký,3+1,2011-08-01 00:00:00
2360,1010-126-2011-8,1010,2011,8,126,1491586.0,30.3,30.6,33.7,4.14,Plzeňský,3+1,2011-08-01 00:00:00
2361,1011-126-2011-8,1011,2011,8,126,1846903.0,32.9,33.2,36.5,4.5,Středočeský,3+1,2011-08-01 00:00:00
2362,1013-126-2011-8,1013,2011,8,126,768512.0,17.6,17.8,19.6,2.41,Ústecký,3+1,2011-08-01 00:00:00
2363,2002-126-2011-8,2002,2011,8,126,2025265.0,40.1,40.5,44.6,5.5,Jihomoravský,3+1,2011-08-01 00:00:00
2364,2009-126-2011-8,2009,2011,8,126,1480083.0,32.9,33.1,36.5,4.5,Olomoucký,3+1,2011-08-01 00:00:00
2365,2012-126-2011-8,2012,2011,8,126,1091114.0,24.8,25.0,27.5,3.39,Moravskoslezský,3+1,2011-08-01 00:00:00
2366,2014-126-2011-8,2014,2011,8,126,1618227.0,33.7,34.0,37.4,4.61,Zlínský,3+1,2011-08-01 00:00:00
2367,1001-133-2011-8,1001,2011,8,133,6504484.0,109.1,110.1,121.2,14.94,Praha,4+1,2011-08-01 00:00:00
2368,1003-133-2011-8,1003,2011,8,133,1489885.0,31.5,31.7,35.0,4.3,Jihočeský,4+1,2011-08-01 00:00:00
2369,1004-133-2011-8,1004,2011,8,133,1674912.0,35.6,35.9,39.6,4.87,Pardubický,4+1,2011-08-01 00:00:00
2370,1005-133-2011-8,1005,2011,8,133,2191638.0,44.5,44.9,49.5,6.1,Královéhradecký,4+1,2011-08-01 00:00:00
2371,1006-133-2011-8,1006,2011,8,133,1523848.0,29.4,29.7,32.7,4.03,Vysočina,4+1,2011-08-01 00:00:00
2372,1007-133-2011-8,1007,2011,8,133,2127122.0,44.0,44.4,48.9,6.03,Karlovarský,4+1,2011-08-01 00:00:00
2373,1008-133-2011-8,1008,2011,8,133,1782367.0,38.7,39.0,43.0,5.3,Liberecký,4+1,2011-08-01 00:00:00
2374,1010-133-2011-8,1010,2011,8,133,1966852.0,39.9,40.3,44.4,5.47,Plzeňský,4+1,2011-08-01 00:00:00
2375,1011-133-2011-8,1011,2011,8,133,2591453.0,46.1,46.5,51.3,6.32,Středočeský,4+1,2011-08-01 00:00:00
2376,1013-133-2011-8,1013,2011,8,133,813404.0,18.7,18.8,20.7,2.55,Ústecký,4+1,2011-08-01 00:00:00
2377,2002-133-2011-8,2002,2011,8,133,2961280.0,58.7,59.2,65.2,8.04,Jihomoravský,4+1,2011-08-01 00:00:00
2378,2009-133-2011-8,2009,2011,8,133,2283072.0,50.7,51.1,56.3,6.94,Olomoucký,4+1,2011-08-01 00:00:00
2379,2012-133-2011-8,2012,2011,8,133,1461117.0,33.2,33.5,36.9,4.54,Moravskoslezský,4+1,2011-08-01 00:00:00
2380,2014-133-2011-8,2014,2011,8,133,1969744.0,41.0,41.4,45.6,5.61,Zlínský,4+1,2011-08-01 00:00:00
2381,0-113-2011-8,0,2011,8,113,966596.0,18.2,18.4,20.2,2.49,Celá ČR,1+1,2011-08-01 00:00:00
2382,0-123-2011-8,0,2011,8,123,1274211.0,24.0,24.2,26.7,3.28,Celá ČR,2+1,2011-08-01 00:00:00
2383,0-126-2011-8,0,2011,8,126,1560354.0,29.4,29.6,32.6,4.02,Celá ČR,3+1,2011-08-01 00:00:00
2384,0-133-2011-8,0,2011,8,133,1915928.0,36.1,36.4,40.1,4.94,Celá ČR,4+1,2011-08-01 00:00:00
2385,1001-0-2011-8,1001,2011,8,0,3820522.0,64.1,64.6,71.2,8.77,Praha,všechny byty,2011-08-01 00:00:00
2386,1003-0-2011-8,1003,2011,8,0,1209474.0,25.5,25.8,28.4,3.49,Jihočeský,všechny byty,2011-08-01 00:00:00
2387,1004-0-2011-8,1004,2011,8,0,1370832.0,29.1,29.4,32.4,3.99,Pardubický,všechny byty,2011-08-01 00:00:00
2388,1005-0-2011-8,1005,2011,8,0,1497544.0,30.4,30.7,33.8,4.16,Královéhradecký,všechny byty,2011-08-01 00:00:00
2389,1006-0-2011-8,1006,2011,8,0,1185692.0,22.9,23.1,25.5,3.13,Vysočina,všechny byty,2011-08-01 00:00:00
2390,1007-0-2011-8,1007,2011,8,0,1429764.0,29.6,29.9,32.9,4.05,Karlovarský,všechny byty,2011-08-01 00:00:00
2391,1008-0-2011-8,1008,2011,8,0,1206131.0,26.2,26.4,29.1,3.58,Liberecký,všechny byty,2011-08-01 00:00:00
2392,1010-0-2011-8,1010,2011,8,0,1385177.0,28.1,28.4,31.3,3.85,Plzeňský,všechny byty,2011-08-01 00:00:00
2393,1011-0-2011-8,1011,2011,8,0,1675305.0,29.8,30.1,33.1,4.08,Středočeský,všechny byty,2011-08-01 00:00:00
2394,1013-0-2011-8,1013,2011,8,0,661452.0,15.2,15.3,16.9,2.07,Ústecký,všechny byty,2011-08-01 00:00:00
2395,2002-0-2011-8,2002,2011,8,0,1879668.0,37.3,37.6,41.4,5.1,Jihomoravský,všechny byty,2011-08-01 00:00:00
2396,2009-0-2011-8,2009,2011,8,0,1406575.0,31.2,31.5,34.7,4.27,Olomoucký,všechny byty,2011-08-01 00:00:00
2397,2012-0-2011-8,2012,2011,8,0,992607.0,22.5,22.7,25.0,3.08,Moravskoslezský,všechny byty,2011-08-01 00:00:00
2398,2014-0-2011-8,2014,2011,8,0,1399433.0,29.1,29.4,32.4,3.99,Zlínský,všechny byty,2011-08-01 00:00:00
2399,0-0-2011-8,0,2011,8,0,1771334.0,33.3,33.6,37.1,4.56,Celá ČR,všechny byty,2011-08-01 00:00:00
2400,1001-113-2011-9,1001,2011,9,113,2078013.0,34.4,34.8,38.5,4.78,Praha,1+1,2011-09-01 00:00:00
2401,1003-113-2011-9,1003,2011,9,113,899880.0,18.7,18.9,20.9,2.6,Jihočeský,1+1,2011-09-01 00:00:00
2402,1004-113-2011-9,1004,2011,9,113,880823.0,18.6,18.8,20.7,2.57,Pardubický,1+1,2011-09-01 00:00:00
2403,1005-113-2011-9,1005,2011,9,113,888172.0,17.7,17.9,19.8,2.46,Královéhradecký,1+1,2011-09-01 00:00:00
2404,1006-113-2011-9,1006,2011,9,113,704578.0,13.5,13.6,15.1,1.87,Vysočina,1+1,2011-09-01 00:00:00
2405,1007-113-2011-9,1007,2011,9,113,806118.0,16.4,16.5,18.3,2.27,Karlovarský,1+1,2011-09-01 00:00:00
2406,1008-113-2011-9,1008,2011,9,113,795659.0,17.1,17.2,19.1,2.36,Liberecký,1+1,2011-09-01 00:00:00
2407,1010-113-2011-9,1010,2011,9,113,895787.0,18.0,18.2,20.1,2.5,Plzeňský,1+1,2011-09-01 00:00:00
2408,1011-113-2011-9,1011,2011,9,113,1096889.0,19.2,19.4,21.5,2.67,Středočeský,1+1,2011-09-01 00:00:00
2409,1013-113-2011-9,1013,2011,9,113,418016.0,9.5,9.6,10.6,1.32,Ústecký,1+1,2011-09-01 00:00:00
2410,2002-113-2011-9,2002,2011,9,113,1127551.0,22.1,22.4,24.7,3.07,Jihomoravský,1+1,2011-09-01 00:00:00
2411,2009-113-2011-9,2009,2011,9,113,907481.0,19.9,20.1,22.2,2.76,Olomoucký,1+1,2011-09-01 00:00:00
2412,2012-113-2011-9,2012,2011,9,113,624682.0,14.1,14.2,15.7,1.95,Moravskoslezský,1+1,2011-09-01 00:00:00
2413,2014-113-2011-9,2014,2011,9,113,857079.0,17.6,17.8,19.7,2.44,Zlínský,1+1,2011-09-01 00:00:00
2414,1001-123-2011-9,1001,2011,9,123,3136429.0,52.0,52.6,58.1,7.22,Praha,2+1,2011-09-01 00:00:00
2415,1003-123-2011-9,1003,2011,9,123,1149809.0,23.9,24.2,26.7,3.32,Jihočeský,2+1,2011-09-01 00:00:00
2416,1004-123-2011-9,1004,2011,9,123,1294759.0,27.3,27.6,30.5,3.79,Pardubický,2+1,2011-09-01 00:00:00
2417,1005-123-2011-9,1005,2011,9,123,1469827.0,29.3,29.7,32.8,4.07,Královéhradecký,2+1,2011-09-01 00:00:00
2418,1006-123-2011-9,1006,2011,9,123,1071270.0,20.5,20.7,22.9,2.84,Vysočina,2+1,2011-09-01 00:00:00
2419,1007-123-2011-9,1007,2011,9,123,1278684.0,26.0,26.2,29.0,3.6,Karlovarský,2+1,2011-09-01 00:00:00
2420,1008-123-2011-9,1008,2011,9,123,1074392.0,23.0,23.3,25.7,3.19,Liberecký,2+1,2011-09-01 00:00:00
2421,1010-123-2011-9,1010,2011,9,123,1455345.0,29.2,29.6,32.7,4.06,Plzeňský,2+1,2011-09-01 00:00:00
2422,1011-123-2011-9,1011,2011,9,123,1497743.0,26.3,26.6,29.3,3.64,Středočeský,2+1,2011-09-01 00:00:00
2423,1013-123-2011-9,1013,2011,9,123,586399.0,13.3,13.5,14.9,1.85,Ústecký,2+1,2011-09-01 00:00:00
2424,2002-123-2011-9,2002,2011,9,123,1673431.0,32.8,33.2,36.7,4.56,Jihomoravský,2+1,2011-09-01 00:00:00
2425,2009-123-2011-9,2009,2011,9,123,1325666.0,29.0,29.4,32.4,4.03,Olomoucký,2+1,2011-09-01 00:00:00
2426,2012-123-2011-9,2012,2011,9,123,880781.0,19.8,20.1,22.2,2.75,Moravskoslezský,2+1,2011-09-01 00:00:00
2427,2014-123-2011-9,2014,2011,9,123,1218992.0,25.1,25.3,28.0,3.48,Zlínský,2+1,2011-09-01 00:00:00
2428,1001-126-2011-9,1001,2011,9,126,4429334.0,73.4,74.2,82.0,10.19,Praha,3+1,2011-09-01 00:00:00
2429,1003-126-2011-9,1003,2011,9,126,1308525.0,27.2,27.5,30.4,3.78,Jihočeský,3+1,2011-09-01 00:00:00
2430,1004-126-2011-9,1004,2011,9,126,1519503.0,32.0,32.4,35.8,4.44,Pardubický,3+1,2011-09-01 00:00:00
2431,1005-126-2011-9,1005,2011,9,126,1532753.0,30.6,30.9,34.2,4.25,Královéhradecký,3+1,2011-09-01 00:00:00
2432,1006-126-2011-9,1006,2011,9,126,1335376.0,25.5,25.8,28.6,3.54,Vysočina,3+1,2011-09-01 00:00:00
2433,1007-126-2011-9,1007,2011,9,126,1665655.0,33.8,34.2,37.8,4.69,Karlovarský,3+1,2011-09-01 00:00:00
2434,1008-126-2011-9,1008,2011,9,126,1239769.0,26.6,26.9,29.7,3.69,Liberecký,3+1,2011-09-01 00:00:00
2435,1010-126-2011-9,1010,2011,9,126,1434734.0,28.8,29.1,32.2,4.0,Plzeňský,3+1,2011-09-01 00:00:00
2436,1011-126-2011-9,1011,2011,9,126,1857572.0,32.6,32.9,36.4,4.52,Středočeský,3+1,2011-09-01 00:00:00
2437,1013-126-2011-9,1013,2011,9,126,754154.0,17.1,17.3,19.2,2.38,Ústecký,3+1,2011-09-01 00:00:00
2438,2002-126-2011-9,2002,2011,9,126,1889969.0,37.1,37.5,41.4,5.15,Jihomoravský,3+1,2011-09-01 00:00:00
2439,2009-126-2011-9,2009,2011,9,126,1439720.0,31.5,31.9,35.2,4.38,Olomoucký,3+1,2011-09-01 00:00:00
2440,2012-126-2011-9,2012,2011,9,126,1085380.0,24.4,24.7,27.3,3.39,Moravskoslezský,3+1,2011-09-01 00:00:00
2441,2014-126-2011-9,2014,2011,9,126,1610220.0,33.1,33.5,37.0,4.6,Zlínský,3+1,2011-09-01 00:00:00
2442,1001-133-2011-9,1001,2011,9,133,6330504.0,104.9,106.1,117.3,14.57,Praha,4+1,2011-09-01 00:00:00
2443,1003-133-2011-9,1003,2011,9,133,1415212.0,29.4,29.8,32.9,4.09,Jihočeský,4+1,2011-09-01 00:00:00
2444,1004-133-2011-9,1004,2011,9,133,1631835.0,34.4,34.8,38.4,4.77,Pardubický,4+1,2011-09-01 00:00:00
2445,1005-133-2011-9,1005,2011,9,133,2222790.0,44.4,44.9,49.6,6.16,Královéhradecký,4+1,2011-09-01 00:00:00
2446,1006-133-2011-9,1006,2011,9,133,1452645.0,27.8,28.1,31.1,3.86,Vysočina,4+1,2011-09-01 00:00:00
2447,1007-133-2011-9,1007,2011,9,133,2003339.0,40.7,41.1,45.5,5.65,Karlovarský,4+1,2011-09-01 00:00:00
2448,1008-133-2011-9,1008,2011,9,133,1623653.0,34.8,35.2,38.9,4.83,Liberecký,4+1,2011-09-01 00:00:00
2449,1010-133-2011-9,1010,2011,9,133,2165977.0,43.5,44.0,48.6,6.04,Plzeňský,4+1,2011-09-01 00:00:00
2450,1011-133-2011-9,1011,2011,9,133,2705212.0,47.4,48.0,53.0,6.59,Středočeský,4+1,2011-09-01 00:00:00
2451,1013-133-2011-9,1013,2011,9,133,871449.0,19.8,20.0,22.1,2.75,Ústecký,4+1,2011-09-01 00:00:00
2452,2002-133-2011-9,2002,2011,9,133,2963202.0,58.1,58.8,65.0,8.07,Jihomoravský,4+1,2011-09-01 00:00:00
2453,2009-133-2011-9,2009,2011,9,133,2257720.0,49.4,50.0,55.3,6.86,Olomoucký,4+1,2011-09-01 00:00:00
2454,2012-133-2011-9,2012,2011,9,133,1426716.0,32.1,32.5,35.9,4.46,Moravskoslezský,4+1,2011-09-01 00:00:00
2455,2014-133-2011-9,2014,2011,9,133,2015381.0,41.5,41.9,46.3,5.75,Zlínský,4+1,2011-09-01 00:00:00
2456,0-113-2011-9,0,2011,9,113,951919.0,17.7,17.9,19.8,2.45,Celá ČR,1+1,2011-09-01 00:00:00
2457,0-123-2011-9,0,2011,9,123,1271785.0,23.6,23.9,26.4,3.28,Celá ČR,2+1,2011-09-01 00:00:00
2458,0-126-2011-9,0,2011,9,126,1505738.0,28.0,28.3,31.3,3.88,Celá ČR,3+1,2011-09-01 00:00:00
2459,0-133-2011-9,0,2011,9,133,1919027.0,35.7,36.1,39.9,4.95,Celá ČR,4+1,2011-09-01 00:00:00
2460,1001-0-2011-9,1001,2011,9,0,3730724.0,61.8,62.5,69.1,8.59,Praha,všechny byty,2011-09-01 00:00:00
2461,1003-0-2011-9,1003,2011,9,0,1223784.0,25.5,25.7,28.5,3.53,Jihočeský,všechny byty,2011-09-01 00:00:00
2462,1004-0-2011-9,1004,2011,9,0,1326128.0,28.0,28.3,31.2,3.88,Pardubický,všechny byty,2011-09-01 00:00:00
2463,1005-0-2011-9,1005,2011,9,0,1423076.0,28.4,28.7,31.7,3.94,Královéhradecký,všechny byty,2011-09-01 00:00:00
2464,1006-0-2011-9,1006,2011,9,0,1191196.0,22.8,23.0,25.5,3.16,Vysočina,všechny byty,2011-09-01 00:00:00
2465,1007-0-2011-9,1007,2011,9,0,1403614.0,28.5,28.8,31.8,3.95,Karlovarský,všechny byty,2011-09-01 00:00:00
2466,1008-0-2011-9,1008,2011,9,0,1148410.0,24.6,24.9,27.5,3.42,Liberecký,všechny byty,2011-09-01 00:00:00
2467,1010-0-2011-9,1010,2011,9,0,1409099.0,28.3,28.6,31.6,3.93,Plzeňský,všechny byty,2011-09-01 00:00:00
2468,1011-0-2011-9,1011,2011,9,0,1680998.0,29.5,29.8,32.9,4.09,Středočeský,všechny byty,2011-09-01 00:00:00
2469,1013-0-2011-9,1013,2011,9,0,662403.0,15.1,15.2,16.8,2.09,Ústecký,všechny byty,2011-09-01 00:00:00
2470,2002-0-2011-9,2002,2011,9,0,1807340.0,35.5,35.8,39.6,4.92,Jihomoravský,všechny byty,2011-09-01 00:00:00
2471,2009-0-2011-9,2009,2011,9,0,1391916.0,30.5,30.8,34.1,4.23,Olomoucký,všechny byty,2011-09-01 00:00:00
2472,2012-0-2011-9,2012,2011,9,0,988730.0,22.3,22.5,24.9,3.09,Moravskoslezský,všechny byty,2011-09-01 00:00:00
2473,2014-0-2011-9,2014,2011,9,0,1390416.0,28.6,28.9,32.0,3.97,Zlínský,všechny byty,2011-09-01 00:00:00
2474,0-0-2011-9,0,2011,9,0,1755278.0,32.6,33.0,36.5,4.53,Celá ČR,všechny byty,2011-09-01 00:00:00
2475,1001-113-2011-10,1001,2011,10,113,2149475.0,35.1,35.4,39.4,4.95,Praha,1+1,2011-10-01 00:00:00
2476,1003-113-2011-10,1003,2011,10,113,944493.0,19.3,19.5,21.7,2.72,Jihočeský,1+1,2011-10-01 00:00:00
2477,1004-113-2011-10,1004,2011,10,113,880078.0,18.3,18.5,20.6,2.59,Pardubický,1+1,2011-10-01 00:00:00
2478,1005-113-2011-10,1005,2011,10,113,879562.0,17.2,17.3,19.3,2.43,Královéhradecký,1+1,2011-10-01 00:00:00
2479,1006-113-2011-10,1006,2011,10,113,721741.0,13.6,13.7,15.3,1.92,Vysočina,1+1,2011-10-01 00:00:00
2480,1007-113-2011-10,1007,2011,10,113,878175.0,17.4,17.6,19.5,2.46,Karlovarský,1+1,2011-10-01 00:00:00
2481,1008-113-2011-10,1008,2011,10,113,782959.0,16.5,16.7,18.5,2.33,Liberecký,1+1,2011-10-01 00:00:00
2482,1010-113-2011-10,1010,2011,10,113,898134.0,17.8,18.0,20.0,2.51,Plzeňský,1+1,2011-10-01 00:00:00
2483,1011-113-2011-10,1011,2011,10,113,1105226.0,19.0,19.2,21.3,2.68,Středočeský,1+1,2011-10-01 00:00:00
2484,1013-113-2011-10,1013,2011,10,113,417667.0,9.4,9.5,10.5,1.32,Ústecký,1+1,2011-10-01 00:00:00
