kraj-druh-R-M,id_kraj,rok,mesic,druh,cena,fdbi70,fdbi85,fdbi100,pdb
1005-123-2012-12,1005,2012,12,123,1535203,0.2831,0.2879,0.3239,4.19
1006-123-2012-12,1006,2012,12,123,1027340,0.1873,0.1904,0.2143,2.77
1007-123-2012-12,1007,2012,12,123,1328241,0.2475,0.2517,0.2832,3.66
1008-123-2012-12,1008,2012,12,123,1028980,0.2081,0.2116,0.2381,3.08
1010-123-2012-12,1010,2012,12,123,1189180,0.2274,0.2312,0.2601,3.36
1011-123-2012-12,1011,2012,12,123,1417964,0.232,0.2359,0.2654,3.43
1013-123-2012-12,1013,2012,12,123,574172,0.1247,0.1268,0.1427,1.84
2002-123-2012-12,2002,2012,12,123,1792629,0.3348,0.3404,0.383,4.95
2009-123-2012-12,2009,2012,12,123,1242187,0.2557,0.2599,0.2925,3.78
2012-123-2012-12,2012,2012,12,123,825269,0.1787,0.1817,0.2045,2.64
2014-123-2012-12,2014,2012,12,123,1239421,0.2409,0.2449,0.2756,3.56
1001-126-2012-12,1001,2012,12,126,3801458,0.5961,0.6061,0.682,8.82
1003-126-2012-12,1003,2012,12,126,1239356,0.2414,0.2455,0.2762,3.57
1004-126-2012-12,1004,2012,12,126,1449455,0.2931,0.298,0.3353,4.34
1005-126-2012-12,1005,2012,12,126,1676273,0.3092,0.3143,0.3537,4.57
1006-126-2012-12,1006,2012,12,126,1300283,0.2371,0.241,0.2712,3.51
1007-126-2012-12,1007,2012,12,126,1743345,0.3249,0.3303,0.3717,4.81
1008-126-2012-12,1008,2012,12,126,1180144,0.2387,0.2427,0.2731,3.53
1010-126-2012-12,1010,2012,12,126,1292392,0.2471,0.2512,0.2827,3.65
1011-126-2012-12,1011,2012,12,126,1869758,0.306,0.3111,0.35,4.53
1013-126-2012-12,1013,2012,12,126,699396,0.152,0.1545,0.1739,2.25
2002-126-2012-12,2002,2012,12,126,1585039,0.296,0.301,0.3386,4.38
2009-126-2012-12,2009,2012,12,126,1623377,0.3341,0.3397,0.3822,4.94
2012-126-2012-12,2012,2012,12,126,1015671,0.22,0.2237,0.2517,3.25
2014-126-2012-12,2014,2012,12,126,1499337,0.2914,0.2963,0.3334,4.31
1001-133-2012-12,1001,2012,12,133,5646658,0.8855,0.9003,1.013,13.11
1003-133-2012-12,1003,2012,12,133,1550691,0.3021,0.3071,0.3456,4.47
1004-133-2012-12,1004,2012,12,133,1632195,0.33,0.3356,0.3776,4.88
1005-133-2012-12,1005,2012,12,133,2173302,0.4009,0.4076,0.4586,5.93
1006-133-2012-12,1006,2012,12,133,1684294,0.3072,0.3123,0.3514,4.54
1007-133-2012-12,1007,2012,12,133,2120601,0.3952,0.4018,0.4521,5.85
1008-133-2012-12,1008,2012,12,133,1790965,0.3623,0.3684,0.4145,5.36
1010-133-2012-12,1010,2012,12,133,1643369,0.3143,0.3195,0.3595,4.65
1011-133-2012-12,1011,2012,12,133,2618383,0.4285,0.4357,0.4902,6.34
1013-133-2012-12,1013,2012,12,133,733007,0.1593,0.1619,0.1822,2.35
2002-133-2012-12,2002,2012,12,133,3149977,0.5884,0.5982,0.6731,8.71
2009-133-2012-12,2009,2012,12,133,2181968,0.4491,0.4566,0.5138,6.65
2012-133-2012-12,2012,2012,12,133,1452249,0.3146,0.3198,0.3599,4.65
2014-133-2012-12,2014,2012,12,133,2037986,0.3961,0.4027,0.4531,5.86
0-113-2012-12,0,2012,12,113,969458,0.1699,0.1728,0.1944,2.51
0-123-2012-12,0,2012,12,123,1219901,0.2139,0.2174,0.2447,3.16
0-126-2012-12,0,2012,12,126,1423823,0.2496,0.2538,0.2856,3.69
0-133-2012-12,0,2012,12,133,1971433,0.3457,0.3514,0.3954,5.11
1001-0-2012-12,1001,2012,12,0,3283056,0.5148,0.5234,0.5889,7.62
1003-0-2012-12,1003,2012,12,0,1214791,0.2366,0.2406,0.2707,3.50
1004-0-2012-12,1004,2012,12,0,1252619,0.2533,0.2575,0.2898,3.75
1005-0-2012-12,1005,2012,12,0,1560494,0.2878,0.2926,0.3293,4.26
1006-0-2012-12,1006,2012,12,0,1158339,0.2112,0.2147,0.2416,3.12
1007-0-2012-12,1007,2012,12,0,1437131,0.2678,0.2723,0.3064,3.96
1008-0-2012-12,1008,2012,12,0,1129958,0.2286,0.2324,0.2615,3.38
1010-0-2012-12,1010,2012,12,0,1225354,0.2343,0.2382,0.268,3.47
1011-0-2012-12,1011,2012,12,0,1647052,0.2695,0.274,0.3083,3.99
1013-0-2012-12,1013,2012,12,0,621219,0.135,0.1372,0.1544,1.99
2002-0-2012-12,2002,2012,12,0,1713331,0.32,0.3253,0.3661,4.73
2009-0-2012-12,2009,2012,12,0,1447329,0.2979,0.3029,0.3408,4.41
2012-0-2012-12,2012,2012,12,0,922177,0.1997,0.2031,0.2285,2.95
2014-0-2012-12,2014,2012,12,0,1344678,0.2613,0.2657,0.299,3.87
0-0-2012-12,0,2012,12,0,1708435,0.2995,0.3045,0.3426,4.43
1001-113-2013-1,1001,2013,1,113,1986851,0.3117,0.3173,0.3563,4.61
1003-113-2013-1,1003,2013,1,113,948608,0.1849,0.1882,0.2113,2.73
1004-113-2013-1,1004,2013,1,113,860835,0.1742,0.1772,0.199,2.57
1005-113-2013-1,1005,2013,1,113,1083723,0.2,0.2035,0.2286,2.96
1006-113-2013-1,1006,2013,1,113,760290,0.1387,0.1411,0.1585,2.05
1007-113-2013-1,1007,2013,1,113,779671,0.1454,0.148,0.1661,2.15
1008-113-2013-1,1008,2013,1,113,840259,0.1701,0.1731,0.1944,2.51
1010-113-2013-1,1010,2013,1,113,905716,0.1733,0.1764,0.198,2.56
1011-113-2013-1,1011,2013,1,113,1057823,0.1732,0.1763,0.1979,2.56
1013-113-2013-1,1013,2013,1,113,396723,0.0862,0.0877,0.0986,1.27
2002-113-2013-1,2002,2013,1,113,1150424,0.215,0.2188,0.2457,3.18
2009-113-2013-1,2009,2013,1,113,893974,0.1841,0.1874,0.2104,2.72
2012-113-2013-1,2012,2013,1,113,572757,0.1241,0.1263,0.1418,1.83
2014-113-2013-1,2014,2013,1,113,828922,0.1612,0.164,0.1842,2.38
1001-123-2013-1,1001,2013,1,123,2810187,0.4409,0.4488,0.5039,6.52
1003-123-2013-1,1003,2013,1,123,1208999,0.2357,0.2398,0.2693,3.48
1004-123-2013-1,1004,2013,1,123,1180845,0.2389,0.2431,0.273,3.53
1005-123-2013-1,1005,2013,1,123,1621928,0.2993,0.3046,0.3421,4.43
1006-123-2013-1,1006,2013,1,123,1070075,0.1952,0.1987,0.2231,2.88
1007-123-2013-1,1007,2013,1,123,1322823,0.2467,0.2511,0.2819,3.65
1008-123-2013-1,1008,2013,1,123,1083028,0.2192,0.2231,0.2505,3.24
1010-123-2013-1,1010,2013,1,123,1172693,0.2244,0.2283,0.2564,3.32
1011-123-2013-1,1011,2013,1,123,1401853,0.2295,0.2336,0.2623,3.39
1013-123-2013-1,1013,2013,1,123,594889,0.1293,0.1316,0.1478,1.91
2002-123-2013-1,2002,2013,1,123,1787937,0.3341,0.3401,0.3819,4.94
2009-123-2013-1,2009,2013,1,123,1272419,0.2621,0.2667,0.2995,3.87
2012-123-2013-1,2012,2013,1,123,828564,0.1796,0.1828,0.2052,2.65
2014-123-2013-1,2014,2013,1,123,1202955,0.2339,0.2381,0.2673,3.46
1001-126-2013-1,1001,2013,1,126,3742472,0.5872,0.5977,0.6711,8.69
1003-126-2013-1,1003,2013,1,126,1259569,0.2455,0.2499,0.2806,3.63
1004-126-2013-1,1004,2013,1,126,1447053,0.2928,0.298,0.3346,4.33
1005-126-2013-1,1005,2013,1,126,1670499,0.3083,0.3138,0.3523,4.56
1006-126-2013-1,1006,2013,1,126,1286998,0.2348,0.239,0.2684,3.47
1007-126-2013-1,1007,2013,1,126,1702849,0.3176,0.3232,0.3629,4.69
1008-126-2013-1,1008,2013,1,126,1171657,0.2372,0.2414,0.2711,3.51
1010-126-2013-1,1010,2013,1,126,1298141,0.2484,0.2528,0.2839,3.67
1011-126-2013-1,1011,2013,1,126,1837492,0.3009,0.3062,0.3438,4.45
1013-126-2013-1,1013,2013,1,126,688303,0.1497,0.1523,0.1711,2.21
2002-126-2013-1,2002,2013,1,126,1556319,0.2909,0.296,0.3324,4.30
2009-126-2013-1,2009,2013,1,126,1642510,0.3383,0.3443,0.3866,5.00
2012-126-2013-1,2012,2013,1,126,1019653,0.221,0.2249,0.2525,3.27
2014-126-2013-1,2014,2013,1,126,1501311,0.292,0.2972,0.3337,4.32
1001-133-2013-1,1001,2013,1,133,5452149,0.8556,0.8707,0.9777,12.66
1003-133-2013-1,1003,2013,1,133,1500821,0.2926,0.2978,0.3343,4.32
1004-133-2013-1,1004,2013,1,133,1763641,0.3568,0.3632,0.4078,5.28
1005-133-2013-1,1005,2013,1,133,2282569,0.4213,0.4288,0.4815,6.23
1006-133-2013-1,1006,2013,1,133,1827769,0.3335,0.3394,0.3812,4.93
1007-133-2013-1,1007,2013,1,133,2180242,0.4066,0.4138,0.4647,6.01
1008-133-2013-1,1008,2013,1,133,1879613,0.3805,0.3873,0.4349,5.63
1010-133-2013-1,1010,2013,1,133,1679970,0.3215,0.3272,0.3674,4.75
1011-133-2013-1,1011,2013,1,133,2676063,0.4382,0.446,0.5008,6.48
1013-133-2013-1,1013,2013,1,133,763936,0.1661,0.169,0.1898,2.45
2002-133-2013-1,2002,2013,1,133,3176993,0.5938,0.6043,0.6786,8.78
2009-133-2013-1,2009,2013,1,133,2129038,0.4385,0.4463,0.5012,6.48
2012-133-2013-1,2012,2013,1,133,1456315,0.3156,0.3212,0.3607,4.67
2014-133-2013-1,2014,2013,1,133,2000092,0.389,0.3959,0.4446,5.75
0-113-2013-1,0,2013,1,113,1001301,0.1756,0.1788,0.2007,2.59
0-123-2013-1,0,2013,1,123,1243491,0.2181,0.222,0.2493,3.22
0-126-2013-1,0,2013,1,126,1438930,0.2524,0.2569,0.2885,3.73
0-133-2013-1,0,2013,1,133,1991783,0.3494,0.3556,0.3993,5.17
1001-0-2013-1,1001,2013,1,0,3214341,0.5044,0.5133,0.5764,7.46
1003-0-2013-1,1003,2013,1,0,1230080,0.2398,0.244,0.274,3.54
1004-0-2013-1,1004,2013,1,0,1270207,0.257,0.2615,0.2937,3.80
1005-0-2013-1,1005,2013,1,0,1606164,0.2964,0.3017,0.3388,4.38
1006-0-2013-1,1006,2013,1,0,1177029,0.2147,0.2186,0.2454,3.17
1007-0-2013-1,1007,2013,1,0,1430026,0.2667,0.2714,0.3048,3.94
1008-0-2013-1,1008,2013,1,0,1142157,0.2312,0.2353,0.2642,3.42
1010-0-2013-1,1010,2013,1,0,1223700,0.2341,0.2383,0.2676,3.46
1011-0-2013-1,1011,2013,1,0,1633708,0.2675,0.2723,0.3057,3.95
1013-0-2013-1,1013,2013,1,0,629200,0.1368,0.1392,0.1563,2.02
2002-0-2013-1,2002,2013,1,0,1689373,0.3157,0.3213,0.3608,4.67
2009-0-2013-1,2009,2013,1,0,1461406,0.301,0.3063,0.344,4.45
2012-0-2013-1,2012,2013,1,0,923952,0.2002,0.2038,0.2288,2.96
2014-0-2013-1,2014,2013,1,0,1327015,0.2581,0.2627,0.2949,3.81
0-0-2013-1,0,2013,1,0,1720446,0.3018,0.3072,0.3449,4.46
1001-113-2013-2,1001,2013,2,113,1939007,0.3041,0.3093,0.3447,4.50
1003-113-2013-2,1003,2013,2,113,887678,0.1729,0.1759,0.1961,2.56
1004-113-2013-2,1004,2013,2,113,853200,0.1725,0.1755,0.1956,2.55
1005-113-2013-2,1005,2013,2,113,1070601,0.1975,0.2008,0.2239,2.92
1006-113-2013-2,1006,2013,2,113,770688,0.1405,0.1429,0.1593,2.08
1007-113-2013-2,1007,2013,2,113,784062,0.1461,0.1486,0.1656,2.16
1008-113-2013-2,1008,2013,2,113,797461,0.1613,0.1641,0.1829,2.38
1010-113-2013-2,1010,2013,2,113,941894,0.1801,0.1832,0.2042,2.66
1011-113-2013-2,1011,2013,2,113,1033261,0.1691,0.172,0.1917,2.50
1013-113-2013-2,1013,2013,2,113,372802,0.081,0.0824,0.0918,1.19
2002-113-2013-2,2002,2013,2,113,1180677,0.2205,0.2243,0.25,3.26
2009-113-2013-2,2009,2013,2,113,883334,0.1818,0.1849,0.2061,2.69
2012-113-2013-2,2012,2013,2,113,591634,0.1281,0.1303,0.1453,1.89
2014-113-2013-2,2014,2013,2,113,848482,0.1649,0.1677,0.1869,2.44
1001-123-2013-2,1001,2013,2,123,2744208,0.4304,0.4377,0.4879,6.37
1003-123-2013-2,1003,2013,2,123,1228717,0.2394,0.2435,0.2714,3.54
1004-123-2013-2,1004,2013,2,123,1139452,0.2304,0.2343,0.2612,3.41
1005-123-2013-2,1005,2013,2,123,1606243,0.2963,0.3014,0.3359,4.38
1006-123-2013-2,1006,2013,2,123,1057453,0.1928,0.1961,0.2186,2.85
1007-123-2013-2,1007,2013,2,123,1310320,0.2442,0.2484,0.2769,3.61
1008-123-2013-2,1008,2013,2,123,1064770,0.2154,0.2191,0.2442,3.19
1010-123-2013-2,1010,2013,2,123,1184746,0.2265,0.2305,0.2569,3.35
1011-123-2013-2,1011,2013,2,123,1406038,0.2301,0.234,0.2609,3.40
1013-123-2013-2,1013,2013,2,123,589660,0.1281,0.1303,0.1453,1.89
2002-123-2013-2,2002,2013,2,123,1802860,0.3368,0.3425,0.3818,4.98
2009-123-2013-2,2009,2013,2,123,1277323,0.2629,0.2674,0.2981,3.89
2012-123-2013-2,2012,2013,2,123,824524,0.1786,0.1816,0.2025,2.64
2014-123-2013-2,2014,2013,2,123,1205564,0.2343,0.2383,0.2657,3.46
1001-126-2013-2,1001,2013,2,126,3639719,0.5708,0.5806,0.6472,8.45
1003-126-2013-2,1003,2013,2,126,1254610,0.2444,0.2486,0.2771,3.61
1004-126-2013-2,1004,2013,2,126,1442755,0.2918,0.2968,0.3308,4.32
1005-126-2013-2,1005,2013,2,126,1687989,0.3114,0.3167,0.353,4.61
1006-126-2013-2,1006,2013,2,126,1288807,0.235,0.239,0.2665,3.48
1007-126-2013-2,1007,2013,2,126,1703276,0.3175,0.3229,0.36,4.70
1008-126-2013-2,1008,2013,2,126,1151314,0.2329,0.2369,0.2641,3.44
1010-126-2013-2,1010,2013,2,126,1322153,0.2528,0.2572,0.2867,3.74
1011-126-2013-2,1011,2013,2,126,1813522,0.2968,0.3019,0.3365,4.39
1013-126-2013-2,1013,2013,2,126,692886,0.1506,0.1532,0.1707,2.23
2002-126-2013-2,2002,2013,2,126,1539723,0.2876,0.2925,0.3261,4.25
2009-126-2013-2,2009,2013,2,126,1599865,0.3293,0.335,0.3734,4.87
2012-126-2013-2,2012,2013,2,126,1031443,0.2234,0.2272,0.2533,3.30
2014-126-2013-2,2014,2013,2,126,1512445,0.294,0.299,0.3333,4.35
1001-133-2013-2,1001,2013,2,133,5246076,0.8228,0.8369,0.9329,12.18
1003-133-2013-2,1003,2013,2,133,1505172,0.2933,0.2983,0.3325,4.34
1004-133-2013-2,1004,2013,2,133,1833590,0.3708,0.3771,0.4204,5.49
1005-133-2013-2,1005,2013,2,133,2138708,0.3945,0.4013,0.4473,5.84
1006-133-2013-2,1006,2013,2,133,1784529,0.3255,0.331,0.369,4.81
1007-133-2013-2,1007,2013,2,133,2168850,0.4043,0.4112,0.4584,5.98
1008-133-2013-2,1008,2013,2,133,1716993,0.3474,0.3534,0.3939,5.14
1010-133-2013-2,1010,2013,2,133,1865710,0.3568,0.3629,0.4045,5.28
1011-133-2013-2,1011,2013,2,133,2736401,0.4479,0.4555,0.5078,6.63
1013-133-2013-2,1013,2013,2,133,814469,0.177,0.1801,0.2007,2.62
2002-133-2013-2,2002,2013,2,133,3212946,0.6002,0.6105,0.6805,8.88
2009-133-2013-2,2009,2013,2,133,2280628,0.4695,0.4775,0.5323,6.95
2012-133-2013-2,2012,2013,2,133,1397853,0.3028,0.308,0.3433,4.48
2014-133-2013-2,2014,2013,2,133,1970903,0.3831,0.3897,0.4344,5.67
0-113-2013-2,0,2013,2,113,1043722,0.183,0.1861,0.2075,2.70
0-123-2013-2,0,2013,2,123,1275705,0.2237,0.2275,0.2536,3.31
0-126-2013-2,0,2013,2,126,1493406,0.2619,0.2663,0.2969,3.87
0-133-2013-2,0,2013,2,133,2022905,0.3547,0.3608,0.4022,5.25
1001-0-2013-2,1001,2013,2,0,3096538,0.4856,0.4939,0.5506,7.19
1003-0-2013-2,1003,2013,2,0,1223739,0.2384,0.2425,0.2703,3.53
1004-0-2013-2,1004,2013,2,0,1256287,0.254,0.2584,0.288,3.76
1005-0-2013-2,1005,2013,2,0,1594646,0.2941,0.2992,0.3335,4.35
1006-0-2013-2,1006,2013,2,0,1176330,0.2145,0.2182,0.2432,3.17
1007-0-2013-2,1007,2013,2,0,1422573,0.2651,0.2697,0.3006,3.92
1008-0-2013-2,1008,2013,2,0,1117998,0.2262,0.23,0.2565,3.34
1010-0-2013-2,1010,2013,2,0,1275560,0.2439,0.2481,0.2766,3.61
1011-0-2013-2,1011,2013,2,0,1611870,0.2638,0.2683,0.2991,3.90
1013-0-2013-2,1013,2013,2,0,626856,0.1362,0.1385,0.1544,2.01
2002-0-2013-2,2002,2013,2,0,1687613,0.3152,0.3206,0.3574,4.66
2009-0-2013-2,2009,2013,2,0,1443845,0.2972,0.3023,0.337,4.40
2012-0-2013-2,2012,2013,2,0,928027,0.201,0.2045,0.2279,2.97
2014-0-2013-2,2014,2013,2,0,1329564,0.2584,0.2629,0.293,3.82
0-0-2013-2,0,2013,2,0,1757681,0.3082,0.3135,0.3494,4.56
1001-113-2013-3,1001,2013,3,113,2031952,0.3176,0.3226,0.3547,4.71
1003-113-2013-3,1003,2013,3,113,898243,0.1744,0.1772,0.1948,2.59
1004-113-2013-3,1004,2013,3,113,863920,0.1741,0.1769,0.1944,2.58
1005-113-2013-3,1005,2013,3,113,1036565,0.1906,0.1936,0.2128,2.83
1006-113-2013-3,1006,2013,3,113,783030,0.1423,0.1445,0.1589,2.11
1007-113-2013-3,1007,2013,3,113,764696,0.142,0.1443,0.1586,2.11
1008-113-2013-3,1008,2013,3,113,864710,0.1744,0.1771,0.1947,2.59
1010-113-2013-3,1010,2013,3,113,959145,0.1828,0.1857,0.2042,2.71
1011-113-2013-3,1011,2013,3,113,990763,0.1616,0.1641,0.1804,2.40
1013-113-2013-3,1013,2013,3,113,383576,0.0831,0.0844,0.0928,1.23
2002-113-2013-3,2002,2013,3,113,1185623,0.2207,0.2242,0.2464,3.27
2009-113-2013-3,2009,2013,3,113,884506,0.1815,0.1843,0.2026,2.69
2012-113-2013-3,2012,2013,3,113,587702,0.1269,0.1289,0.1416,1.88
2014-113-2013-3,2014,2013,3,113,840720,0.1629,0.1654,0.1819,2.41
1001-123-2013-3,1001,2013,3,123,2946925,0.4607,0.4679,0.5144,6.84
1003-123-2013-3,1003,2013,3,123,1198659,0.2328,0.2364,0.2599,3.45
1004-123-2013-3,1004,2013,3,123,1135876,0.229,0.2325,0.2557,3.40
1005-123-2013-3,1005,2013,3,123,1648003,0.303,0.3078,0.3383,4.50
1006-123-2013-3,1006,2013,3,123,1025534,0.1864,0.1894,0.2082,2.76
1007-123-2013-3,1007,2013,3,123,1300692,0.2417,0.2455,0.2698,3.58
1008-123-2013-3,1008,2013,3,123,1177823,0.2376,0.2413,0.2652,3.52
1010-123-2013-3,1010,2013,3,123,1227276,0.234,0.2376,0.2612,3.47
1011-123-2013-3,1011,2013,3,123,1385697,0.226,0.2296,0.2524,3.35
1013-123-2013-3,1013,2013,3,123,589271,0.1276,0.1296,0.1425,1.89
2002-123-2013-3,2002,2013,3,123,1823266,0.3395,0.3448,0.379,5.04
2009-123-2013-3,2009,2013,3,123,1283232,0.2633,0.2674,0.294,3.91
2012-123-2013-3,2012,2013,3,123,817534,0.1765,0.1793,0.1971,2.62
2014-123-2013-3,2014,2013,3,123,1187758,0.2301,0.2337,0.257,3.41
1001-126-2013-3,1001,2013,3,126,4132616,0.6461,0.6562,0.7214,9.59
1003-126-2013-3,1003,2013,3,126,1224908,0.2379,0.2416,0.2656,3.53
1004-126-2013-3,1004,2013,3,126,1457084,0.2937,0.2983,0.328,4.36
1005-126-2013-3,1005,2013,3,126,1724626,0.3171,0.3221,0.3541,4.71
1006-126-2013-3,1006,2013,3,126,1300908,0.2365,0.2402,0.2641,3.51
1007-126-2013-3,1007,2013,3,126,1733343,0.3221,0.3271,0.3596,4.78
1008-126-2013-3,1008,2013,3,126,1166612,0.2353,0.239,0.2627,3.49
1010-126-2013-3,1010,2013,3,126,1434007,0.2734,0.2777,0.3052,4.06
1011-126-2013-3,1011,2013,3,126,1840909,0.3003,0.3051,0.3353,4.46
1013-126-2013-3,1013,2013,3,126,698936,0.1514,0.1538,0.169,2.24
2002-126-2013-3,2002,2013,3,126,1524849,0.2839,0.2884,0.317,4.21
2009-126-2013-3,2009,2013,3,126,1582601,0.3247,0.3298,0.3626,4.82
2012-126-2013-3,2012,2013,3,126,1030671,0.2226,0.2261,0.2485,3.30
2014-126-2013-3,2014,2013,3,126,1474083,0.2856,0.2901,0.3189,4.24
1001-133-2013-3,1001,2013,3,133,5754242,0.8996,0.9138,1.0045,13.36
1003-133-2013-3,1003,2013,3,133,1383636,0.2687,0.2729,0.3,3.99
1004-133-2013-3,1004,2013,3,133,2014250,0.4061,0.4125,0.4534,6.03
1005-133-2013-3,1005,2013,3,133,2313203,0.4254,0.4321,0.4749,6.31
1006-133-2013-3,1006,2013,3,133,1767158,0.3213,0.3263,0.3587,4.77
1007-133-2013-3,1007,2013,3,133,2162931,0.4019,0.4082,0.4487,5.96
1008-133-2013-3,1008,2013,3,133,1963119,0.396,0.4022,0.4421,5.88
1010-133-2013-3,1010,2013,3,133,1881898,0.3588,0.3644,0.4006,5.32
1011-133-2013-3,1011,2013,3,133,2715922,0.4431,0.4501,0.4947,6.58
1013-133-2013-3,1013,2013,3,133,841509,0.1823,0.1852,0.2036,2.70
2002-133-2013-3,2002,2013,3,133,3211078,0.598,0.6074,0.6676,8.88
2009-133-2013-3,2009,2013,3,133,2253935,0.4625,0.4698,0.5164,6.87
2012-133-2013-3,2012,2013,3,133,1367727,0.2953,0.3,0.3298,4.38
2014-133-2013-3,2014,2013,3,133,2008389,0.3892,0.3953,0.4345,5.78
0-113-2013-3,0,2013,3,113,898991,0.1571,0.1596,0.1754,2.33
0-123-2013-3,0,2013,3,123,1200535,0.2098,0.2131,0.2343,3.11
0-126-2013-3,0,2013,3,126,1429912,0.2499,0.2538,0.2791,3.71
0-133-2013-3,0,2013,3,133,1965785,0.3436,0.349,0.3836,5.10
1001-0-2013-3,1001,2013,3,0,3495560,0.5465,0.5551,0.6102,8.11
1003-0-2013-3,1003,2013,3,0,1194149,0.2319,0.2356,0.2589,3.44
1004-0-2013-3,1004,2013,3,0,1275476,0.2571,0.2612,0.2871,3.81
1005-0-2013-3,1005,2013,3,0,1639844,0.3015,0.3063,0.3367,4.47
1006-0-2013-3,1006,2013,3,0,1170314,0.2127,0.2161,0.2375,3.16
1007-0-2013-3,1007,2013,3,0,1426674,0.2651,0.2692,0.296,3.93
1008-0-2013-3,1008,2013,3,0,1195491,0.2411,0.2449,0.2692,3.58
1010-0-2013-3,1010,2013,3,0,1324648,0.2525,0.2565,0.2819,3.75
1011-0-2013-3,1011,2013,3,0,1608240,0.2624,0.2665,0.2929,3.89
1013-0-2013-3,1013,2013,3,0,631544,0.1368,0.139,0.1527,2.03
2002-0-2013-3,2002,2013,3,0,1665501,0.3101,0.315,0.3462,4.60
2009-0-2013-3,2009,2013,3,0,1444615,0.2964,0.3011,0.331,4.40
2012-0-2013-3,2012,2013,3,0,917725,0.1981,0.2013,0.2212,2.94
2014-0-2013-3,2014,2013,3,0,1306103,0.253,0.2571,0.2825,3.75
0-0-2013-3,0,2013,3,0,1708784,0.2987,0.3034,0.3335,4.43
1001-113-2013-4,1001,2013,4,113,2058534,0.3188,0.3238,0.3563,4.77
1003-113-2013-4,1003,2013,4,113,847593,0.1631,0.1656,0.1822,2.44
1004-113-2013-4,1004,2013,4,113,831198,0.166,0.1686,0.1855,2.48
1005-113-2013-4,1005,2013,4,113,1082361,0.1972,0.2002,0.2203,2.95
1006-113-2013-4,1006,2013,4,113,684706,0.1233,0.1252,0.1378,1.84
1007-113-2013-4,1007,2013,4,113,819650,0.1508,0.1532,0.1686,2.26
1008-113-2013-4,1008,2013,4,113,880244,0.1759,0.1786,0.1965,2.63
1010-113-2013-4,1010,2013,4,113,952077,0.1798,0.1826,0.2009,2.69
1011-113-2013-4,1011,2013,4,113,1024053,0.1655,0.1681,0.1849,2.48
1013-113-2013-4,1013,2013,4,113,323724,0.0694,0.0705,0.0776,1.04
2002-113-2013-4,2002,2013,4,113,1176710,0.217,0.2205,0.2425,3.25
2009-113-2013-4,2009,2013,4,113,859723,0.1747,0.1775,0.1953,2.62
2012-113-2013-4,2012,2013,4,113,586359,0.1254,0.1274,0.1401,1.88
2014-113-2013-4,2014,2013,4,113,821289,0.1576,0.1601,0.1761,2.36
1001-123-2013-4,1001,2013,4,123,2931443,0.4541,0.4612,0.5073,6.80
1003-123-2013-4,1003,2013,4,123,1216278,0.234,0.2377,0.2615,3.50
1004-123-2013-4,1004,2013,4,123,1179049,0.2355,0.2392,0.2631,3.53
1005-123-2013-4,1005,2013,4,123,1660445,0.3025,0.3073,0.338,4.53
1006-123-2013-4,1006,2013,4,123,973140,0.1753,0.178,0.1958,2.62
1007-123-2013-4,1007,2013,4,123,1298096,0.2389,0.2427,0.267,3.58
1008-123-2013-4,1008,2013,4,123,1119650,0.2237,0.2272,0.25,3.35
1010-123-2013-4,1010,2013,4,123,1218172,0.2301,0.2337,0.2571,3.44
1011-123-2013-4,1011,2013,4,123,1424916,0.2303,0.2339,0.2573,3.45
1013-123-2013-4,1013,2013,4,123,543729,0.1167,0.1185,0.1304,1.75
2002-123-2013-4,2002,2013,4,123,1814653,0.3348,0.34,0.3741,5.01
2009-123-2013-4,2009,2013,4,123,1256066,0.2553,0.2594,0.2853,3.82
2012-123-2013-4,2012,2013,4,123,809289,0.1731,0.1758,0.1935,2.59
2014-123-2013-4,2014,2013,4,123,1174406,0.2254,0.229,0.2519,3.38
1001-126-2013-4,1001,2013,4,126,4155547,0.6437,0.6538,0.7192,9.64
1003-126-2013-4,1003,2013,4,126,1255576,0.2416,0.2454,0.27,3.62
1004-126-2013-4,1004,2013,4,126,1461298,0.2918,0.2964,0.3261,4.37
1005-126-2013-4,1005,2013,4,126,1746953,0.3183,0.3233,0.3556,4.77
1006-126-2013-4,1006,2013,4,126,1330123,0.2396,0.2433,0.2677,3.59
1007-126-2013-4,1007,2013,4,126,1686145,0.3104,0.3153,0.3468,4.65
1008-126-2013-4,1008,2013,4,126,1227411,0.2452,0.2491,0.274,3.67
1010-126-2013-4,1010,2013,4,126,1414997,0.2673,0.2715,0.2986,4.00
1011-126-2013-4,1011,2013,4,126,1842951,0.2979,0.3026,0.3329,4.46
1013-126-2013-4,1013,2013,4,126,695648,0.1493,0.1517,0.1668,2.23
2002-126-2013-4,2002,2013,4,126,1510635,0.2787,0.2831,0.3114,4.17
2009-126-2013-4,2009,2013,4,126,1607904,0.3269,0.332,0.3653,4.90
2012-126-2013-4,2012,2013,4,126,1028179,0.22,0.2234,0.2458,3.29
2014-126-2013-4,2014,2013,4,126,1464151,0.2811,0.2855,0.3141,4.21
1001-133-2013-4,1001,2013,4,133,5642368,0.874,0.8877,0.9766,13.10
1003-133-2013-4,1003,2013,4,133,1425669,0.2743,0.2786,0.3065,4.11
1004-133-2013-4,1004,2013,4,133,2014956,0.4024,0.4088,0.4497,6.03
1005-133-2013-4,1005,2013,4,133,2389847,0.4354,0.4422,0.4865,6.52
