kraj_index,byt_index,datum,cena,pdb,fdbi70,fdbi85,fdbi100
7,1,2013-05-01,1234888,3.49,0.23,0.23,0.26
8,1,2013-05-01,1380139,3.34,0.22,0.22,0.25
9,1,2013-05-01,547286,1.76,0.12,0.12,0.13
10,1,2013-05-01,1794072,4.96,0.33,0.33,0.37
11,1,2013-05-01,1228676,3.74,0.25,0.25,0.28
12,1,2013-05-01,808399,2.59,0.17,0.17,0.19
13,1,2013-05-01,1132918,3.26,0.22,0.22,0.24
0,2,2013-05-01,4249192,9.86,0.65,0.66,0.73
1,2,2013-05-01,1220065,3.51,0.23,0.24,0.26
2,2,2013-05-01,1414813,4.23,0.28,0.28,0.31
3,2,2013-05-01,1769082,4.83,0.32,0.32,0.36
4,2,2013-05-01,1286902,3.47,0.23,0.23,0.26
5,2,2013-05-01,1662275,4.58,0.30,0.31,0.34
6,2,2013-05-01,1234783,3.69,0.25,0.25,0.28
7,2,2013-05-01,1437780,4.07,0.27,0.27,0.30
8,2,2013-05-01,1869459,4.53,0.30,0.30,0.34
9,2,2013-05-01,701539,2.25,0.15,0.15,0.17
10,2,2013-05-01,1467755,4.05,0.27,0.27,0.30
11,2,2013-05-01,1559465,4.75,0.32,0.32,0.35
12,2,2013-05-01,1021496,3.27,0.22,0.22,0.24
13,2,2013-05-01,1493258,4.29,0.29,0.29,0.32
0,3,2013-05-01,5624493,13.06,0.87,0.88,0.97
1,3,2013-05-01,1345066,3.88,0.26,0.26,0.29
2,3,2013-05-01,2061948,6.17,0.41,0.41,0.46
3,3,2013-05-01,2490667,6.80,0.45,0.46,0.51
4,3,2013-05-01,1460750,3.94,0.26,0.26,0.29
5,3,2013-05-01,2817442,7.77,0.52,0.52,0.58
6,3,2013-05-01,2000075,5.99,0.40,0.40,0.45
7,3,2013-05-01,1832367,5.18,0.34,0.35,0.39
8,3,2013-05-01,2790519,6.76,0.45,0.45,0.50
9,3,2013-05-01,764204,2.45,0.16,0.17,0.18
10,3,2013-05-01,3409907,9.43,0.63,0.63,0.70
11,3,2013-05-01,2265659,6.90,0.46,0.46,0.51
12,3,2013-05-01,1355084,4.34,0.29,0.29,0.32
13,3,2013-05-01,1828597,5.26,0.35,0.35,0.39
14,0,2013-05-01,888843,2.30,0.15,0.15,0.17
14,1,2013-05-01,1173634,3.04,0.20,0.20,0.23
14,2,2013-05-01,1413546,3.67,0.24,0.25,0.27
14,3,2013-05-01,1945277,5.05,0.34,0.34,0.38
0,4,2013-05-01,3530561,8.19,0.54,0.55,0.61
1,4,2013-05-01,1158806,3.34,0.22,0.22,0.25
2,4,2013-05-01,1279439,3.83,0.25,0.26,0.28
3,4,2013-05-01,1724431,4.71,0.31,0.32,0.35
4,4,2013-05-01,1073125,2.89,0.19,0.19,0.22
5,4,2013-05-01,1483458,4.09,0.27,0.27,0.30
6,4,2013-05-01,1213584,3.63,0.24,0.24,0.27
7,4,2013-05-01,1326987,3.75,0.25,0.25,0.28
8,4,2013-05-01,1604430,3.88,0.26,0.26,0.29
9,4,2013-05-01,608252,1.95,0.13,0.13,0.15
10,4,2013-05-01,1606816,4.44,0.29,0.30,0.33
11,4,2013-05-01,1414100,4.31,0.29,0.29,0.32
12,4,2013-05-01,911576,2.92,0.19,0.20,0.22
13,4,2013-05-01,1263330,3.63,0.24,0.24,0.27
14,4,2013-05-01,1699226,4.41,0.29,0.30,0.33
0,0,2013-06-01,2073369,4.81,0.32,0.32,0.36
1,0,2013-06-01,897899,2.59,0.17,0.17,0.19
2,0,2013-06-01,793616,2.37,0.16,0.16,0.18
3,0,2013-06-01,1126124,3.07,0.20,0.21,0.23
4,0,2013-06-01,674080,1.82,0.12,0.12,0.14
5,0,2013-06-01,772766,2.13,0.14,0.14,0.16
6,0,2013-06-01,823003,2.46,0.16,0.17,0.18
7,0,2013-06-01,918684,2.60,0.17,0.17,0.19
8,0,2013-06-01,1044924,2.53,0.17,0.17,0.19
9,0,2013-06-01,327361,1.05,0.07,0.07,0.08
10,0,2013-06-01,1156158,3.19,0.21,0.21,0.24
11,0,2013-06-01,855373,2.60,0.17,0.17,0.19
12,0,2013-06-01,555101,1.78,0.12,0.12,0.13
13,0,2013-06-01,819558,2.35,0.16,0.16,0.18
0,1,2013-06-01,2971642,6.90,0.46,0.46,0.51
1,1,2013-06-01,1181152,3.40,0.23,0.23,0.25
2,1,2013-06-01,1139809,3.41,0.23,0.23,0.25
3,1,2013-06-01,1784177,4.87,0.32,0.33,0.36
4,1,2013-06-01,928209,2.50,0.17,0.17,0.19
5,1,2013-06-01,1283096,3.54,0.23,0.24,0.26
6,1,2013-06-01,1062885,3.18,0.21,0.21,0.24
7,1,2013-06-01,1189516,3.36,0.22,0.23,0.25
8,1,2013-06-01,1387594,3.36,0.22,0.23,0.25
9,1,2013-06-01,526116,1.69,0.11,0.11,0.13
10,1,2013-06-01,1822246,5.03,0.33,0.34,0.37
11,1,2013-06-01,1221455,3.72,0.25,0.25,0.28
12,1,2013-06-01,784400,2.51,0.17,0.17,0.19
13,1,2013-06-01,1133097,3.26,0.22,0.22,0.24
0,2,2013-06-01,4298293,9.98,0.66,0.67,0.74
1,2,2013-06-01,1220264,3.52,0.23,0.24,0.26
2,2,2013-06-01,1397598,4.18,0.28,0.28,0.31
3,2,2013-06-01,1785466,4.87,0.32,0.33,0.36
4,2,2013-06-01,1301791,3.51,0.23,0.24,0.26
5,2,2013-06-01,1623316,4.48,0.30,0.30,0.33
6,2,2013-06-01,1269370,3.80,0.25,0.26,0.28
7,2,2013-06-01,1431178,4.05,0.27,0.27,0.30
8,2,2013-06-01,1865797,4.52,0.30,0.30,0.34
9,2,2013-06-01,682829,2.19,0.15,0.15,0.16
10,2,2013-06-01,1450124,4.01,0.27,0.27,0.30
11,2,2013-06-01,1556410,4.74,0.31,0.32,0.35
12,2,2013-06-01,990642,3.17,0.21,0.21,0.24
13,2,2013-06-01,1484258,4.27,0.28,0.29,0.32
0,3,2013-06-01,5663074,13.14,0.87,0.88,0.98
1,3,2013-06-01,1445111,4.16,0.28,0.28,0.31
2,3,2013-06-01,1972994,5.90,0.39,0.40,0.44
3,3,2013-06-01,2557130,6.98,0.46,0.47,0.52
4,3,2013-06-01,1640111,4.42,0.29,0.30,0.33
5,3,2013-06-01,2710976,7.48,0.50,0.50,0.56
6,3,2013-06-01,1936634,5.80,0.38,0.39,0.43
7,3,2013-06-01,1796796,5.08,0.34,0.34,0.38
8,3,2013-06-01,2774280,6.72,0.45,0.45,0.50
9,3,2013-06-01,757285,2.43,0.16,0.16,0.18
10,3,2013-06-01,3381359,9.35,0.62,0.63,0.70
11,3,2013-06-01,2239191,6.82,0.45,0.46,0.51
12,3,2013-06-01,1261540,4.04,0.27,0.27,0.30
13,3,2013-06-01,1807514,5.20,0.35,0.35,0.39
14,0,2013-06-01,903826,2.34,0.16,0.16,0.17
14,1,2013-06-01,1150364,2.98,0.20,0.20,0.22
14,2,2013-06-01,1402475,3.64,0.24,0.24,0.27
14,3,2013-06-01,1934113,5.02,0.33,0.34,0.37
0,4,2013-06-01,3581067,8.31,0.55,0.56,0.62
1,4,2013-06-01,1192433,3.44,0.23,0.23,0.26
2,4,2013-06-01,1256629,3.76,0.25,0.25,0.28
3,4,2013-06-01,1740514,4.75,0.32,0.32,0.35
4,4,2013-06-01,1078020,2.91,0.19,0.20,0.22
5,4,2013-06-01,1438760,3.97,0.26,0.27,0.30
6,4,2013-06-01,1194210,3.57,0.24,0.24,0.27
7,4,2013-06-01,1295720,3.66,0.24,0.25,0.27
8,4,2013-06-01,1621260,3.92,0.26,0.26,0.29
9,4,2013-06-01,584171,1.88,0.12,0.13,0.14
10,4,2013-06-01,1604767,4.43,0.29,0.30,0.33
11,4,2013-06-01,1398515,4.26,0.28,0.29,0.32
12,4,2013-06-01,881800,2.82,0.19,0.19,0.21
13,4,2013-06-01,1272692,3.66,0.24,0.25,0.27
14,4,2013-06-01,1703705,4.42,0.29,0.30,0.33
0,0,2013-07-01,1988082,4.61,0.31,0.31,0.35
1,0,2013-07-01,892641,2.57,0.17,0.17,0.19
2,0,2013-07-01,793289,2.37,0.16,0.16,0.18
3,0,2013-07-01,1068004,2.91,0.20,0.20,0.22
4,0,2013-07-01,696286,1.88,0.13,0.13,0.14
5,0,2013-07-01,773634,2.13,0.14,0.14,0.16
6,0,2013-07-01,807603,2.41,0.16,0.16,0.18
7,0,2013-07-01,909775,2.57,0.17,0.17,0.19
8,0,2013-07-01,1018769,2.46,0.17,0.17,0.18
9,0,2013-07-01,342110,1.10,0.07,0.07,0.08
10,0,2013-07-01,1191639,3.29,0.22,0.22,0.25
11,0,2013-07-01,871888,2.65,0.18,0.18,0.20
12,0,2013-07-01,552505,1.77,0.12,0.12,0.13
13,0,2013-07-01,883034,2.54,0.17,0.17,0.19
0,1,2013-07-01,2900258,6.73,0.45,0.46,0.50
1,1,2013-07-01,1180730,3.40,0.23,0.23,0.25
2,1,2013-07-01,1104619,3.30,0.22,0.22,0.25
3,1,2013-07-01,1718753,4.69,0.31,0.32,0.35
4,1,2013-07-01,963811,2.60,0.17,0.18,0.19
5,1,2013-07-01,1308975,3.61,0.24,0.24,0.27
6,1,2013-07-01,1093257,3.27,0.22,0.22,0.24
7,1,2013-07-01,1166040,3.30,0.22,0.22,0.25
8,1,2013-07-01,1380836,3.34,0.22,0.23,0.25
9,1,2013-07-01,527610,1.69,0.11,0.11,0.13
10,1,2013-07-01,1801118,4.98,0.33,0.34,0.37
11,1,2013-07-01,1203389,3.66,0.25,0.25,0.27
12,1,2013-07-01,782745,2.51,0.17,0.17,0.19
13,1,2013-07-01,1169564,3.36,0.23,0.23,0.25
0,2,2013-07-01,4115995,9.55,0.64,0.65,0.71
1,2,2013-07-01,1224374,3.53,0.24,0.24,0.26
2,2,2013-07-01,1401613,4.19,0.28,0.28,0.31
3,2,2013-07-01,1736264,4.74,0.32,0.32,0.35
4,2,2013-07-01,1289297,3.48,0.23,0.24,0.26
5,2,2013-07-01,1619366,4.46,0.30,0.30,0.33
6,2,2013-07-01,1302688,3.90,0.26,0.26,0.29
7,2,2013-07-01,1370517,3.88,0.26,0.26,0.29
8,2,2013-07-01,1857258,4.50,0.30,0.30,0.34
9,2,2013-07-01,699705,2.25,0.15,0.15,0.17
10,2,2013-07-01,1427949,3.94,0.26,0.27,0.30
11,2,2013-07-01,1542468,4.70,0.31,0.32,0.35
12,2,2013-07-01,983818,3.15,0.21,0.21,0.24
13,2,2013-07-01,1508709,4.34,0.29,0.29,0.32
0,3,2013-07-01,5691694,13.21,0.88,0.89,0.99
1,3,2013-07-01,1506791,4.34,0.29,0.29,0.33
2,3,2013-07-01,1963858,5.88,0.39,0.40,0.44
3,3,2013-07-01,2413592,6.59,0.44,0.45,0.49
4,3,2013-07-01,1676375,4.52,0.30,0.31,0.34
5,3,2013-07-01,2715036,7.49,0.50,0.51,0.56
6,3,2013-07-01,2006788,6.01,0.40,0.41,0.45
7,3,2013-07-01,1889353,5.35,0.36,0.36,0.40
8,3,2013-07-01,2766209,6.70,0.45,0.45,0.50
9,3,2013-07-01,820252,2.64,0.18,0.18,0.20
10,3,2013-07-01,3395930,9.39,0.63,0.63,0.70
11,3,2013-07-01,2268875,6.91,0.46,0.47,0.52
12,3,2013-07-01,1298914,4.16,0.28,0.28,0.31
13,3,2013-07-01,1849946,5.32,0.36,0.36,0.40
14,0,2013-07-01,952385,2.47,0.17,0.17,0.18
14,1,2013-07-01,1183065,3.07,0.21,0.21,0.23
14,2,2013-07-01,1414658,3.67,0.25,0.25,0.27
14,3,2013-07-01,1963798,5.09,0.34,0.34,0.38
0,4,2013-07-01,3397468,7.88,0.53,0.53,0.59
1,4,2013-07-01,1202619,3.46,0.23,0.23,0.26
2,4,2013-07-01,1249479,3.74,0.25,0.25,0.28
3,4,2013-07-01,1681801,4.59,0.31,0.31,0.34
4,4,2013-07-01,1099236,2.96,0.20,0.20,0.22
5,4,2013-07-01,1450493,4.00,0.27,0.27,0.30
6,4,2013-07-01,1203907,3.60,0.24,0.24,0.27
7,4,2013-07-01,1269628,3.59,0.24,0.24,0.27
8,4,2013-07-01,1605559,3.89,0.26,0.26,0.29
9,4,2013-07-01,598499,1.92,0.13,0.13,0.14
10,4,2013-07-01,1588501,4.39,0.29,0.30,0.33
11,4,2013-07-01,1408274,4.29,0.29,0.29,0.32
12,4,2013-07-01,882720,2.83,0.19,0.19,0.21
13,4,2013-07-01,1307116,3.76,0.25,0.25,0.28
14,4,2013-07-01,1732749,4.49,0.30,0.30,0.34
0,0,2013-08-01,2060236,4.78,0.32,0.32,0.36
1,0,2013-08-01,878846,2.53,0.17,0.17,0.19
2,0,2013-08-01,791599,2.37,0.16,0.16,0.18
3,0,2013-08-01,1087727,2.97,0.20,0.20,0.22
4,0,2013-08-01,696789,1.88,0.13,0.13,0.14
5,0,2013-08-01,771725,2.12,0.14,0.14,0.16
6,0,2013-08-01,920530,2.75,0.18,0.19,0.21
7,0,2013-08-01,927167,2.62,0.18,0.18,0.20
8,0,2013-08-01,1015813,2.46,0.17,0.17,0.19
9,0,2013-08-01,333692,1.07,0.07,0.07,0.08
10,0,2013-08-01,1165278,3.22,0.22,0.22,0.24
11,0,2013-08-01,911535,2.77,0.19,0.19,0.21
12,0,2013-08-01,554201,1.77,0.12,0.12,0.13
13,0,2013-08-01,887698,2.55,0.17,0.17,0.19
0,1,2013-08-01,3037927,7.05,0.47,0.48,0.53
1,1,2013-08-01,1156320,3.33,0.22,0.23,0.25
2,1,2013-08-01,1122887,3.36,0.23,0.23,0.25
3,1,2013-08-01,1685530,4.60,0.31,0.31,0.35
4,1,2013-08-01,972115,2.62,0.18,0.18,0.20
5,1,2013-08-01,1286347,3.55,0.24,0.24,0.27
6,1,2013-08-01,1157091,3.46,0.23,0.24,0.26
7,1,2013-08-01,1216257,3.44,0.23,0.23,0.26
8,1,2013-08-01,1438375,3.48,0.23,0.24,0.26
9,1,2013-08-01,517758,1.66,0.11,0.11,0.13
10,1,2013-08-01,1816226,5.02,0.34,0.34,0.38
11,1,2013-08-01,1195574,3.64,0.24,0.25,0.27
12,1,2013-08-01,771486,2.47,0.17,0.17,0.19
13,1,2013-08-01,1143039,3.28,0.22,0.22,0.25
0,2,2013-08-01,4472895,10.38,0.70,0.70,0.78
1,2,2013-08-01,1263599,3.64,0.24,0.25,0.27
2,2,2013-08-01,1432105,4.28,0.29,0.29,0.32
3,2,2013-08-01,1719885,4.69,0.32,0.32,0.35
4,2,2013-08-01,1249165,3.37,0.23,0.23,0.25
5,2,2013-08-01,1589924,4.38,0.29,0.30,0.33
6,2,2013-08-01,1296963,3.88,0.26,0.26,0.29
7,2,2013-08-01,1391942,3.94,0.26,0.27,0.30
8,2,2013-08-01,1827721,4.42,0.30,0.30,0.33
9,2,2013-08-01,658542,2.11,0.14,0.14,0.16
10,2,2013-08-01,1577753,4.36,0.29,0.30,0.33
11,2,2013-08-01,1543708,4.70,0.32,0.32,0.35
12,2,2013-08-01,977668,3.13,0.21,0.21,0.24
13,2,2013-08-01,1496696,4.30,0.29,0.29,0.32
0,3,2013-08-01,5976959,13.87,0.93,0.94,1.05
1,3,2013-08-01,1559274,4.49,0.30,0.31,0.34
2,3,2013-08-01,1916091,5.73,0.39,0.39,0.43
3,3,2013-08-01,2500262,6.82,0.46,0.46,0.51
4,3,2013-08-01,1700375,4.59,0.31,0.31,0.35
5,3,2013-08-01,2603904,7.18,0.48,0.49,0.54
6,3,2013-08-01,2243000,6.71,0.45,0.46,0.51
7,3,2013-08-01,1914410,5.42,0.36,0.37,0.41
8,3,2013-08-01,2728355,6.61,0.44,0.45,0.50
9,3,2013-08-01,701783,2.25,0.15,0.15,0.17
10,3,2013-08-01,3493881,9.66,0.65,0.66,0.73
11,3,2013-08-01,2274970,6.93,0.47,0.47,0.52
12,3,2013-08-01,1234387,3.95,0.27,0.27,0.30
13,3,2013-08-01,1778005,5.11,0.34,0.35,0.39
14,0,2013-08-01,911664,2.36,0.16,0.16,0.18
14,1,2013-08-01,1158254,3.00,0.20,0.20,0.23
14,2,2013-08-01,1448622,3.76,0.25,0.26,0.28
14,3,2013-08-01,1934557,5.02,0.34,0.34,0.38
0,4,2013-08-01,3687480,8.56,0.57,0.58,0.64
1,4,2013-08-01,1221337,3.52,0.24,0.24,0.27
2,4,2013-08-01,1246098,3.73,0.25,0.25,0.28
3,4,2013-08-01,1676287,4.57,0.31,0.31,0.34
4,4,2013-08-01,1086965,2.93,0.20,0.20,0.22
5,4,2013-08-01,1429442,3.94,0.26,0.27,0.30
6,4,2013-08-01,1271482,3.80,0.26,0.26,0.29
7,4,2013-08-01,1303514,3.69,0.25,0.25,0.28
8,4,2013-08-01,1607703,3.89,0.26,0.26,0.29
9,4,2013-08-01,567833,1.82,0.12,0.12,0.14
10,4,2013-08-01,1670050,4.61,0.31,0.31,0.35
11,4,2013-08-01,1403401,4.27,0.29,0.29,0.32
12,4,2013-08-01,865613,2.77,0.19,0.19,0.21
13,4,2013-08-01,1282830,3.69,0.25,0.25,0.28
14,4,2013-08-01,1737710,4.51,0.30,0.31,0.34
0,0,2013-09-01,2078651,4.82,0.32,0.33,0.36
1,0,2013-09-01,985383,2.84,0.19,0.19,0.21
2,0,2013-09-01,802348,2.40,0.16,0.16,0.18
3,0,2013-09-01,1079839,2.94,0.20,0.20,0.22
4,0,2013-09-01,704756,1.90,0.13,0.13,0.14
5,0,2013-09-01,783628,2.16,0.15,0.15,0.16
6,0,2013-09-01,1074303,3.21,0.22,0.22,0.24
7,0,2013-09-01,879106,2.48,0.17,0.17,0.19
8,0,2013-09-01,1020762,2.47,0.17,0.17,0.19
9,0,2013-09-01,333797,1.07,0.07,0.07,0.08
10,0,2013-09-01,1178212,3.25,0.22,0.22,0.24
11,0,2013-09-01,924573,2.81,0.19,0.19,0.21
12,0,2013-09-01,568127,1.82,0.12,0.12,0.14
13,0,2013-09-01,869201,2.50,0.17,0.17,0.19
0,1,2013-09-01,3046722,7.07,0.48,0.48,0.53
1,1,2013-09-01,1275280,3.67,0.25,0.25,0.28
2,1,2013-09-01,1158941,3.47,0.23,0.24,0.26
3,1,2013-09-01,1688386,4.61,0.31,0.31,0.35
4,1,2013-09-01,963158,2.60,0.17,0.18,0.20
5,1,2013-09-01,1283791,3.54,0.24,0.24,0.27
6,1,2013-09-01,1155217,3.46,0.23,0.24,0.26
7,1,2013-09-01,1231883,3.48,0.23,0.24,0.26
8,1,2013-09-01,1448873,3.51,0.24,0.24,0.26
9,1,2013-09-01,490347,1.57,0.11,0.11,0.12
10,1,2013-09-01,1798436,4.97,0.33,0.34,0.37
11,1,2013-09-01,1197762,3.65,0.25,0.25,0.27
12,1,2013-09-01,763957,2.45,0.16,0.17,0.18
13,1,2013-09-01,1134818,3.26,0.22,0.22,0.25
0,2,2013-09-01,4509955,10.47,0.70,0.72,0.79
1,2,2013-09-01,1226252,3.53,0.24,0.24,0.27
2,2,2013-09-01,1435253,4.29,0.29,0.29,0.32
3,2,2013-09-01,1654855,4.51,0.30,0.31,0.34
4,2,2013-09-01,1290094,3.48,0.23,0.24,0.26
5,2,2013-09-01,1595424,4.40,0.30,0.30,0.33
6,2,2013-09-01,1317950,3.94,0.27,0.27,0.30
7,2,2013-09-01,1376457,3.89,0.26,0.27,0.29
8,2,2013-09-01,1829798,4.43,0.30,0.30,0.33
9,2,2013-09-01,668094,2.15,0.14,0.15,0.16
10,2,2013-09-01,1589305,4.39,0.30,0.30,0.33
11,2,2013-09-01,1548342,4.71,0.32,0.32,0.35
12,2,2013-09-01,975873,3.13,0.21,0.21,0.24
13,2,2013-09-01,1504745,4.33,0.29,0.30,0.33
0,3,2013-09-01,5884406,13.66,0.92,0.93,1.03
1,3,2013-09-01,1649114,4.75,0.32,0.32,0.36
2,3,2013-09-01,1991429,5.96,0.40,0.41,0.45
3,3,2013-09-01,2533296,6.91,0.47,0.47,0.52
4,3,2013-09-01,2109813,5.69,0.38,0.39,0.43
5,3,2013-09-01,2646564,7.30,0.49,0.50,0.55
6,3,2013-09-01,2127621,6.37,0.43,0.44,0.48
7,3,2013-09-01,1942108,5.49,0.37,0.38,0.41
8,3,2013-09-01,2720709,6.59,0.44,0.45,0.50
9,3,2013-09-01,679352,2.18,0.15,0.15,0.16
10,3,2013-09-01,3543728,9.80,0.66,0.67,0.74
11,3,2013-09-01,2385496,7.27,0.49,0.50,0.55
12,3,2013-09-01,1270605,4.07,0.27,0.28,0.31
13,3,2013-09-01,1818826,5.23,0.35,0.36,0.39
14,0,2013-09-01,894420,2.32,0.16,0.16,0.17
14,1,2013-09-01,1163204,3.02,0.20,0.21,0.23
14,2,2013-09-01,1439843,3.73,0.25,0.26,0.28
14,3,2013-09-01,1886921,4.89,0.33,0.33,0.37
0,4,2013-09-01,3705260,8.60,0.58,0.59,0.65
1,4,2013-09-01,1258979,3.63,0.24,0.25,0.27
2,4,2013-09-01,1264986,3.78,0.25,0.26,0.28
3,4,2013-09-01,1652178,4.51,0.30,0.31,0.34
4,4,2013-09-01,1112635,3.00,0.20,0.21,0.23
5,4,2013-09-01,1428700,3.94,0.27,0.27,0.30
6,4,2013-09-01,1299783,3.89,0.26,0.27,0.29
7,4,2013-09-01,1310034,3.70,0.25,0.25,0.28
8,4,2013-09-01,1629110,3.94,0.27,0.27,0.30
9,4,2013-09-01,561960,1.80,0.12,0.12,0.14
10,4,2013-09-01,1676899,4.63,0.31,0.32,0.35
11,4,2013-09-01,1413399,4.30,0.29,0.29,0.32
12,4,2013-09-01,869422,2.78,0.19,0.19,0.21
13,4,2013-09-01,1280634,3.68,0.25,0.25,0.28
14,4,2013-09-01,1736552,4.50,0.30,0.31,0.34
0,0,2013-10-01,2126651,4.93,0.33,0.34,0.37
1,0,2013-10-01,959901,2.76,0.19,0.19,0.21
2,0,2013-10-01,788909,2.36,0.16,0.16,0.18
3,0,2013-10-01,1045894,2.85,0.19,0.20,0.22
4,0,2013-10-01,709027,1.91,0.13,0.13,0.14
5,0,2013-10-01,753653,2.08,0.14,0.14,0.16
6,0,2013-10-01,1060591,3.17,0.21,0.22,0.24
7,0,2013-10-01,873017,2.47,0.17,0.17,0.19
8,0,2013-10-01,981989,2.37,0.16,0.16,0.18
9,0,2013-10-01,345384,1.11,0.07,0.08,0.08
10,0,2013-10-01,1219630,3.37,0.23,0.23,0.26
11,0,2013-10-01,877104,2.67,0.18,0.18,0.20
12,0,2013-10-01,565959,1.81,0.12,0.12,0.14
13,0,2013-10-01,873316,2.51,0.17,0.17,0.19
0,1,2013-10-01,3060384,7.10,0.48,0.49,0.54
1,1,2013-10-01,1209024,3.48,0.23,0.24,0.26
2,1,2013-10-01,1149466,3.44,0.23,0.24,0.26
3,1,2013-10-01,1682321,4.59,0.31,0.31,0.35
4,1,2013-10-01,1016850,2.74,0.18,0.19,0.21
5,1,2013-10-01,1318160,3.63,0.24,0.25,0.28
6,1,2013-10-01,1154398,3.45,0.23,0.24,0.26
7,1,2013-10-01,1258574,3.56,0.24,0.24,0.27
8,1,2013-10-01,1441595,3.49,0.23,0.24,0.26
9,1,2013-10-01,486000,1.56,0.10,0.11,0.12
10,1,2013-10-01,1845913,5.10,0.34,0.35,0.39
11,1,2013-10-01,1145485,3.49,0.23,0.24,0.26
12,1,2013-10-01,772112,2.47,0.17,0.17,0.19
13,1,2013-10-01,1135125,3.26,0.22,0.22,0.25
0,2,2013-10-01,4570821,10.61,0.71,0.72,0.80
1,2,2013-10-01,1202065,3.46,0.23,0.24,0.26
2,2,2013-10-01,1411115,4.22,0.28,0.29,0.32
3,2,2013-10-01,1675490,4.57,0.31,0.31,0.35
4,2,2013-10-01,1326217,3.58,0.24,0.24,0.27
5,2,2013-10-01,1643075,4.53,0.30,0.31,0.34
6,2,2013-10-01,1325483,3.97,0.27,0.27,0.30
7,2,2013-10-01,1392931,3.94,0.27,0.27,0.30
8,2,2013-10-01,1829904,4.43,0.30,0.30,0.34
9,2,2013-10-01,676035,2.17,0.15,0.15,0.16
10,2,2013-10-01,1615853,4.46,0.30,0.31,0.34
11,2,2013-10-01,1529330,4.66,0.31,0.32,0.35
12,2,2013-10-01,974453,3.12,0.21,0.21,0.24
13,2,2013-10-01,1536033,4.42,0.30,0.30,0.33
0,3,2013-10-01,6012226,13.96,0.94,0.95,1.06
1,3,2013-10-01,1520481,4.38,0.29,0.30,0.33
2,3,2013-10-01,1939702,5.80,0.39,0.40,0.44
3,3,2013-10-01,2410024,6.58,0.44,0.45,0.50
4,3,2013-10-01,1950789,5.26,0.35,0.36,0.40
5,3,2013-10-01,2509298,6.92,0.47,0.47,0.52
6,3,2013-10-01,2198476,6.58,0.44,0.45,0.50
7,3,2013-10-01,1984855,5.62,0.38,0.38,0.43
8,3,2013-10-01,2736675,6.63,0.45,0.45,0.50
9,3,2013-10-01,641579,2.06,0.14,0.14,0.16
10,3,2013-10-01,3505359,9.69,0.65,0.66,0.73
11,3,2013-10-01,2400388,7.31,0.49,0.50,0.55
12,3,2013-10-01,1244915,3.99,0.27,0.27,0.30
13,3,2013-10-01,1779665,5.12,0.34,0.35,0.39
14,0,2013-10-01,877951,2.27,0.15,0.16,0.17
14,1,2013-10-01,1156335,3.00,0.20,0.21,0.23
14,2,2013-10-01,1443665,3.74,0.25,0.26,0.28
14,3,2013-10-01,1918792,4.98,0.33,0.34,0.38
0,4,2013-10-01,3757436,8.72,0.59,0.60,0.66
1,4,2013-10-01,1209308,3.48,0.23,0.24,0.26
2,4,2013-10-01,1252638,3.75,0.25,0.26,0.28
3,4,2013-10-01,1622856,4.43,0.30,0.30,0.34
4,4,2013-10-01,1147228,3.09,0.21,0.21,0.23
5,4,2013-10-01,1439989,3.97,0.27,0.27,0.30
6,4,2013-10-01,1286739,3.85,0.26,0.26,0.29
7,4,2013-10-01,1322076,3.74,0.25,0.26,0.28
8,4,2013-10-01,1623164,3.93,0.26,0.27,0.30
9,4,2013-10-01,561772,1.80,0.12,0.12,0.14
10,4,2013-10-01,1711710,4.73,0.32,0.32,0.36
11,4,2013-10-01,1381882,4.21,0.28,0.29,0.32
12,4,2013-10-01,865947,2.77,0.19,0.19,0.21
13,4,2013-10-01,1296393,3.73,0.25,0.25,0.28
14,4,2013-10-01,1738773,4.51,0.30,0.31,0.34
0,0,2013-11-01,2064093,4.79,0.32,0.33,0.36
1,0,2013-11-01,983658,2.83,0.19,0.19,0.22
2,0,2013-11-01,872973,2.61,0.18,0.18,0.20
3,0,2013-11-01,1052195,2.87,0.19,0.20,0.22
4,0,2013-11-01,698477,1.88,0.13,0.13,0.14
5,0,2013-11-01,775126,2.13,0.14,0.15,0.16
6,0,2013-11-01,951156,2.84,0.19,0.20,0.22
7,0,2013-11-01,850049,2.40,0.16,0.16,0.18
8,0,2013-11-01,978317,2.37,0.16,0.16,0.18
9,0,2013-11-01,330793,1.06,0.07,0.07,0.08
10,0,2013-11-01,1252061,3.46,0.23,0.24,0.26
11,0,2013-11-01,884108,2.69,0.18,0.18,0.20
12,0,2013-11-01,578310,1.85,0.12,0.13,0.14
13,0,2013-11-01,915716,2.63,0.18,0.18,0.20
0,1,2013-11-01,3067080,7.12,0.48,0.49,0.54
1,1,2013-11-01,1212267,3.49,0.24,0.24,0.27
2,1,2013-11-01,1155477,3.46,0.23,0.24,0.26
3,1,2013-11-01,1645378,4.49,0.30,0.31,0.34
4,1,2013-11-01,984580,2.65,0.18,0.18,0.20
5,1,2013-11-01,1331699,3.67,0.25,0.25,0.28
6,1,2013-11-01,1207007,3.61,0.24,0.25,0.27
7,1,2013-11-01,1237287,3.50,0.24,0.24,0.27
8,1,2013-11-01,1421617,3.44,0.23,0.24,0.26
9,1,2013-11-01,497917,1.60,0.11,0.11,0.12
10,1,2013-11-01,1872761,5.17,0.35,0.35,0.39
