kraj_index,byt_index,datum,cena,pdb,fdbi70,fdbi85,fdbi100
4,1,2012-12-01,1027340,2.77,0.19,0.19,0.21
5,1,2012-12-01,1328241,3.66,0.25,0.25,0.28
6,1,2012-12-01,1028980,3.08,0.21,0.21,0.24
7,1,2012-12-01,1189180,3.36,0.23,0.23,0.26
8,1,2012-12-01,1417964,3.43,0.23,0.24,0.27
9,1,2012-12-01,574172,1.84,0.12,0.13,0.14
10,1,2012-12-01,1792629,4.95,0.33,0.34,0.38
11,1,2012-12-01,1242187,3.78,0.26,0.26,0.29
12,1,2012-12-01,825269,2.64,0.18,0.18,0.20
13,1,2012-12-01,1239421,3.56,0.24,0.24,0.28
0,2,2012-12-01,3801458,8.82,0.60,0.61,0.68
1,2,2012-12-01,1239356,3.57,0.24,0.25,0.28
2,2,2012-12-01,1449455,4.34,0.29,0.30,0.34
3,2,2012-12-01,1676273,4.57,0.31,0.31,0.35
4,2,2012-12-01,1300283,3.51,0.24,0.24,0.27
5,2,2012-12-01,1743345,4.81,0.32,0.33,0.37
6,2,2012-12-01,1180144,3.53,0.24,0.24,0.27
7,2,2012-12-01,1292392,3.65,0.25,0.25,0.28
8,2,2012-12-01,1869758,4.53,0.31,0.31,0.35
9,2,2012-12-01,699396,2.25,0.15,0.15,0.17
10,2,2012-12-01,1585039,4.38,0.30,0.30,0.34
11,2,2012-12-01,1623377,4.94,0.33,0.34,0.38
12,2,2012-12-01,1015671,3.25,0.22,0.22,0.25
13,2,2012-12-01,1499337,4.31,0.29,0.30,0.33
0,3,2012-12-01,5646658,13.11,0.89,0.90,1.01
1,3,2012-12-01,1550691,4.47,0.30,0.31,0.35
2,3,2012-12-01,1632195,4.88,0.33,0.34,0.38
3,3,2012-12-01,2173302,5.93,0.40,0.41,0.46
4,3,2012-12-01,1684294,4.54,0.31,0.31,0.35
5,3,2012-12-01,2120601,5.85,0.40,0.40,0.45
6,3,2012-12-01,1790965,5.36,0.36,0.37,0.41
7,3,2012-12-01,1643369,4.65,0.31,0.32,0.36
8,3,2012-12-01,2618383,6.34,0.43,0.44,0.49
9,3,2012-12-01,733007,2.35,0.16,0.16,0.18
10,3,2012-12-01,3149977,8.71,0.59,0.60,0.67
11,3,2012-12-01,2181968,6.65,0.45,0.46,0.51
12,3,2012-12-01,1452249,4.65,0.31,0.32,0.36
13,3,2012-12-01,2037986,5.86,0.40,0.40,0.45
14,0,2012-12-01,969458,2.51,0.17,0.17,0.19
14,1,2012-12-01,1219901,3.16,0.21,0.22,0.24
14,2,2012-12-01,1423823,3.69,0.25,0.25,0.29
14,3,2012-12-01,1971433,5.11,0.35,0.35,0.40
0,4,2012-12-01,3283056,7.62,0.51,0.52,0.59
1,4,2012-12-01,1214791,3.50,0.24,0.24,0.27
2,4,2012-12-01,1252619,3.75,0.25,0.26,0.29
3,4,2012-12-01,1560494,4.26,0.29,0.29,0.33
4,4,2012-12-01,1158339,3.12,0.21,0.21,0.24
5,4,2012-12-01,1437131,3.96,0.27,0.27,0.31
6,4,2012-12-01,1129958,3.38,0.23,0.23,0.26
7,4,2012-12-01,1225354,3.47,0.23,0.24,0.27
8,4,2012-12-01,1647052,3.99,0.27,0.27,0.31
9,4,2012-12-01,621219,1.99,0.14,0.14,0.15
10,4,2012-12-01,1713331,4.73,0.32,0.33,0.37
11,4,2012-12-01,1447329,4.41,0.30,0.30,0.34
12,4,2012-12-01,922177,2.95,0.20,0.20,0.23
13,4,2012-12-01,1344678,3.87,0.26,0.27,0.30
14,4,2012-12-01,1708435,4.43,0.30,0.30,0.34
0,0,2012-12-01,2027302,4.70,0.32,0.32,0.36
1,0,2012-12-01,905377,2.61,0.18,0.18,0.20
2,0,2012-12-01,867678,2.59,0.18,0.18,0.20
3,0,2012-12-01,1036547,2.83,0.19,0.19,0.22
4,0,2012-12-01,734154,1.98,0.13,0.14,0.15
5,0,2012-12-01,796012,2.19,0.15,0.15,0.17
6,0,2012-12-01,839666,2.51,0.17,0.17,0.19
7,0,2012-12-01,908614,2.57,0.17,0.18,0.20
8,0,2012-12-01,1049628,2.54,0.17,0.17,0.20
9,0,2012-12-01,393750,1.26,0.09,0.09,0.10
10,0,2012-12-01,1195626,3.30,0.22,0.23,0.26
11,0,2012-12-01,867624,2.64,0.18,0.18,0.20
12,0,2012-12-01,575483,1.84,0.12,0.13,0.14
13,0,2012-12-01,830196,2.38,0.16,0.16,0.18
0,1,2012-12-01,2840265,6.59,0.45,0.45,0.51
1,1,2012-12-01,1202494,3.46,0.23,0.24,0.27
2,1,2012-12-01,1174353,3.51,0.24,0.24,0.27
3,1,2012-12-01,1535203,4.19,0.28,0.29,0.32
4,1,2012-12-01,1027340,2.77,0.19,0.19,0.21
5,1,2012-12-01,1328241,3.66,0.25,0.25,0.28
6,1,2012-12-01,1028980,3.08,0.21,0.21,0.24
7,1,2012-12-01,1189180,3.36,0.23,0.23,0.26
8,1,2012-12-01,1417964,3.43,0.23,0.24,0.27
9,1,2012-12-01,574172,1.84,0.12,0.13,0.14
10,1,2012-12-01,1792629,4.95,0.33,0.34,0.38
11,1,2012-12-01,1242187,3.78,0.26,0.26,0.29
12,1,2012-12-01,825269,2.64,0.18,0.18,0.20
13,1,2012-12-01,1239421,3.56,0.24,0.24,0.28
0,2,2012-12-01,3801458,8.82,0.60,0.61,0.68
1,2,2012-12-01,1239356,3.57,0.24,0.25,0.28
2,2,2012-12-01,1449455,4.34,0.29,0.30,0.34
3,2,2012-12-01,1676273,4.57,0.31,0.31,0.35
4,2,2012-12-01,1300283,3.51,0.24,0.24,0.27
5,2,2012-12-01,1743345,4.81,0.32,0.33,0.37
6,2,2012-12-01,1180144,3.53,0.24,0.24,0.27
7,2,2012-12-01,1292392,3.65,0.25,0.25,0.28
8,2,2012-12-01,1869758,4.53,0.31,0.31,0.35
9,2,2012-12-01,699396,2.25,0.15,0.15,0.17
10,2,2012-12-01,1585039,4.38,0.30,0.30,0.34
11,2,2012-12-01,1623377,4.94,0.33,0.34,0.38
12,2,2012-12-01,1015671,3.25,0.22,0.22,0.25
13,2,2012-12-01,1499337,4.31,0.29,0.30,0.33
0,3,2012-12-01,5646658,13.11,0.89,0.90,1.01
1,3,2012-12-01,1550691,4.47,0.30,0.31,0.35
2,3,2012-12-01,1632195,4.88,0.33,0.34,0.38
3,3,2012-12-01,2173302,5.93,0.40,0.41,0.46
4,3,2012-12-01,1684294,4.54,0.31,0.31,0.35
5,3,2012-12-01,2120601,5.85,0.40,0.40,0.45
6,3,2012-12-01,1790965,5.36,0.36,0.37,0.41
7,3,2012-12-01,1643369,4.65,0.31,0.32,0.36
8,3,2012-12-01,2618383,6.34,0.43,0.44,0.49
9,3,2012-12-01,733007,2.35,0.16,0.16,0.18
10,3,2012-12-01,3149977,8.71,0.59,0.60,0.67
11,3,2012-12-01,2181968,6.65,0.45,0.46,0.51
12,3,2012-12-01,1452249,4.65,0.31,0.32,0.36
13,3,2012-12-01,2037986,5.86,0.40,0.40,0.45
14,0,2012-12-01,969458,2.51,0.17,0.17,0.19
14,1,2012-12-01,1219901,3.16,0.21,0.22,0.24
14,2,2012-12-01,1423823,3.69,0.25,0.25,0.29
14,3,2012-12-01,1971433,5.11,0.35,0.35,0.40
0,4,2012-12-01,3283056,7.62,0.51,0.52,0.59
1,4,2012-12-01,1214791,3.50,0.24,0.24,0.27
2,4,2012-12-01,1252619,3.75,0.25,0.26,0.29
3,4,2012-12-01,1560494,4.26,0.29,0.29,0.33
4,4,2012-12-01,1158339,3.12,0.21,0.21,0.24
5,4,2012-12-01,1437131,3.96,0.27,0.27,0.31
6,4,2012-12-01,1129958,3.38,0.23,0.23,0.26
7,4,2012-12-01,1225354,3.47,0.23,0.24,0.27
8,4,2012-12-01,1647052,3.99,0.27,0.27,0.31
9,4,2012-12-01,621219,1.99,0.14,0.14,0.15
10,4,2012-12-01,1713331,4.73,0.32,0.33,0.37
11,4,2012-12-01,1447329,4.41,0.30,0.30,0.34
12,4,2012-12-01,922177,2.95,0.20,0.20,0.23
13,4,2012-12-01,1344678,3.87,0.26,0.27,0.30
14,4,2012-12-01,1708435,4.43,0.30,0.30,0.34
0,0,2013-01-01,1986851,4.61,0.31,0.32,0.36
1,0,2013-01-01,948608,2.73,0.18,0.19,0.21
2,0,2013-01-01,860835,2.57,0.17,0.18,0.20
3,0,2013-01-01,1083723,2.96,0.20,0.20,0.23
4,0,2013-01-01,760290,2.05,0.14,0.14,0.16
5,0,2013-01-01,779671,2.15,0.15,0.15,0.17
6,0,2013-01-01,840259,2.51,0.17,0.17,0.19
7,0,2013-01-01,905716,2.56,0.17,0.18,0.20
8,0,2013-01-01,1057823,2.56,0.17,0.18,0.20
9,0,2013-01-01,396723,1.27,0.09,0.09,0.10
10,0,2013-01-01,1150424,3.18,0.21,0.22,0.25
11,0,2013-01-01,893974,2.72,0.18,0.19,0.21
12,0,2013-01-01,572757,1.83,0.12,0.13,0.14
13,0,2013-01-01,828922,2.38,0.16,0.16,0.18
0,1,2013-01-01,2810187,6.52,0.44,0.45,0.50
1,1,2013-01-01,1208999,3.48,0.24,0.24,0.27
2,1,2013-01-01,1180845,3.53,0.24,0.24,0.27
3,1,2013-01-01,1621928,4.43,0.30,0.30,0.34
4,1,2013-01-01,1070075,2.88,0.20,0.20,0.22
5,1,2013-01-01,1322823,3.65,0.25,0.25,0.28
6,1,2013-01-01,1083028,3.24,0.22,0.22,0.25
7,1,2013-01-01,1172693,3.32,0.22,0.23,0.26
8,1,2013-01-01,1401853,3.39,0.23,0.23,0.26
9,1,2013-01-01,594889,1.91,0.13,0.13,0.15
10,1,2013-01-01,1787937,4.94,0.33,0.34,0.38
11,1,2013-01-01,1272419,3.87,0.26,0.27,0.30
12,1,2013-01-01,828564,2.65,0.18,0.18,0.21
13,1,2013-01-01,1202955,3.46,0.23,0.24,0.27
0,2,2013-01-01,3742472,8.69,0.59,0.60,0.67
1,2,2013-01-01,1259569,3.63,0.25,0.25,0.28
2,2,2013-01-01,1447053,4.33,0.29,0.30,0.33
3,2,2013-01-01,1670499,4.56,0.31,0.31,0.35
4,2,2013-01-01,1286998,3.47,0.23,0.24,0.27
5,2,2013-01-01,1702849,4.69,0.32,0.32,0.36
6,2,2013-01-01,1171657,3.51,0.24,0.24,0.27
7,2,2013-01-01,1298141,3.67,0.25,0.25,0.28
8,2,2013-01-01,1837492,4.45,0.30,0.31,0.34
9,2,2013-01-01,688303,2.21,0.15,0.15,0.17
10,2,2013-01-01,1556319,4.30,0.29,0.30,0.33
11,2,2013-01-01,1642510,5.00,0.34,0.34,0.39
12,2,2013-01-01,1019653,3.27,0.22,0.22,0.25
13,2,2013-01-01,1501311,4.32,0.29,0.30,0.33
0,3,2013-01-01,5452149,12.66,0.86,0.87,0.98
1,3,2013-01-01,1500821,4.32,0.29,0.30,0.33
2,3,2013-01-01,1763641,5.28,0.36,0.36,0.41
3,3,2013-01-01,2282569,6.23,0.42,0.43,0.48
4,3,2013-01-01,1827769,4.93,0.33,0.34,0.38
5,3,2013-01-01,2180242,6.01,0.41,0.41,0.46
6,3,2013-01-01,1879613,5.63,0.38,0.39,0.43
7,3,2013-01-01,1679970,4.75,0.32,0.33,0.37
8,3,2013-01-01,2676063,6.48,0.44,0.45,0.50
9,3,2013-01-01,763936,2.45,0.17,0.17,0.19
10,3,2013-01-01,3176993,8.78,0.59,0.60,0.68
11,3,2013-01-01,2129038,6.48,0.44,0.45,0.50
12,3,2013-01-01,1456315,4.67,0.32,0.32,0.36
13,3,2013-01-01,2000092,5.75,0.39,0.40,0.44
14,0,2013-01-01,1001301,2.59,0.18,0.18,0.20
14,1,2013-01-01,1243491,3.22,0.22,0.22,0.25
14,2,2013-01-01,1438930,3.73,0.25,0.26,0.29
14,3,2013-01-01,1991783,5.17,0.35,0.36,0.40
0,4,2013-01-01,3214341,7.46,0.50,0.51,0.58
1,4,2013-01-01,1230080,3.54,0.24,0.24,0.27
2,4,2013-01-01,1270207,3.80,0.26,0.26,0.29
3,4,2013-01-01,1606164,4.38,0.30,0.30,0.34
4,4,2013-01-01,1177029,3.17,0.21,0.22,0.25
5,4,2013-01-01,1430026,3.94,0.27,0.27,0.30
6,4,2013-01-01,1142157,3.42,0.23,0.24,0.26
7,4,2013-01-01,1223700,3.46,0.23,0.24,0.27
8,4,2013-01-01,1633708,3.95,0.27,0.27,0.31
9,4,2013-01-01,629200,2.02,0.14,0.14,0.16
10,4,2013-01-01,1689373,4.67,0.32,0.32,0.36
11,4,2013-01-01,1461406,4.45,0.30,0.31,0.34
12,4,2013-01-01,923952,2.96,0.20,0.20,0.23
13,4,2013-01-01,1327015,3.81,0.26,0.26,0.29
14,4,2013-01-01,1720446,4.46,0.30,0.31,0.34
0,0,2013-02-01,1939007,4.50,0.30,0.31,0.34
1,0,2013-02-01,887678,2.56,0.17,0.18,0.20
2,0,2013-02-01,853200,2.55,0.17,0.18,0.20
3,0,2013-02-01,1070601,2.92,0.20,0.20,0.22
4,0,2013-02-01,770688,2.08,0.14,0.14,0.16
5,0,2013-02-01,784062,2.16,0.15,0.15,0.17
6,0,2013-02-01,797461,2.38,0.16,0.16,0.18
7,0,2013-02-01,941894,2.66,0.18,0.18,0.20
8,0,2013-02-01,1033261,2.50,0.17,0.17,0.19
9,0,2013-02-01,372802,1.19,0.08,0.08,0.09
10,0,2013-02-01,1180677,3.26,0.22,0.22,0.25
11,0,2013-02-01,883334,2.69,0.18,0.18,0.21
12,0,2013-02-01,591634,1.89,0.13,0.13,0.15
13,0,2013-02-01,848482,2.44,0.16,0.17,0.19
0,1,2013-02-01,2744208,6.37,0.43,0.44,0.49
1,1,2013-02-01,1228717,3.54,0.24,0.24,0.27
2,1,2013-02-01,1139452,3.41,0.23,0.23,0.26
3,1,2013-02-01,1606243,4.38,0.30,0.30,0.34
4,1,2013-02-01,1057453,2.85,0.19,0.20,0.22
5,1,2013-02-01,1310320,3.61,0.24,0.25,0.28
6,1,2013-02-01,1064770,3.19,0.22,0.22,0.24
7,1,2013-02-01,1184746,3.35,0.23,0.23,0.26
8,1,2013-02-01,1406038,3.40,0.23,0.23,0.26
9,1,2013-02-01,589660,1.89,0.13,0.13,0.15
10,1,2013-02-01,1802860,4.98,0.34,0.34,0.38
11,1,2013-02-01,1277323,3.89,0.26,0.27,0.30
12,1,2013-02-01,824524,2.64,0.18,0.18,0.20
13,1,2013-02-01,1205564,3.46,0.23,0.24,0.27
0,2,2013-02-01,3639719,8.45,0.57,0.58,0.65
1,2,2013-02-01,1254610,3.61,0.24,0.25,0.28
2,2,2013-02-01,1442755,4.32,0.29,0.30,0.33
3,2,2013-02-01,1687989,4.61,0.31,0.32,0.35
4,2,2013-02-01,1288807,3.48,0.23,0.24,0.27
5,2,2013-02-01,1703276,4.70,0.32,0.32,0.36
6,2,2013-02-01,1151314,3.44,0.23,0.24,0.26
7,2,2013-02-01,1322153,3.74,0.25,0.26,0.29
8,2,2013-02-01,1813522,4.39,0.30,0.30,0.34
9,2,2013-02-01,692886,2.23,0.15,0.15,0.17
10,2,2013-02-01,1539723,4.25,0.29,0.29,0.33
11,2,2013-02-01,1599865,4.87,0.33,0.34,0.37
12,2,2013-02-01,1031443,3.30,0.22,0.23,0.25
13,2,2013-02-01,1512445,4.35,0.29,0.30,0.33
0,3,2013-02-01,5246076,12.18,0.82,0.84,0.93
1,3,2013-02-01,1505172,4.34,0.29,0.30,0.33
2,3,2013-02-01,1833590,5.49,0.37,0.38,0.42
3,3,2013-02-01,2138708,5.84,0.39,0.40,0.45
4,3,2013-02-01,1784529,4.81,0.33,0.33,0.37
5,3,2013-02-01,2168850,5.98,0.40,0.41,0.46
6,3,2013-02-01,1716993,5.14,0.35,0.35,0.39
7,3,2013-02-01,1865710,5.28,0.36,0.36,0.40
8,3,2013-02-01,2736401,6.63,0.45,0.46,0.51
9,3,2013-02-01,814469,2.62,0.18,0.18,0.20
10,3,2013-02-01,3212946,8.88,0.60,0.61,0.68
11,3,2013-02-01,2280628,6.95,0.47,0.48,0.53
12,3,2013-02-01,1397853,4.48,0.30,0.31,0.34
13,3,2013-02-01,1970903,5.67,0.38,0.39,0.43
14,0,2013-02-01,1043722,2.70,0.18,0.19,0.21
14,1,2013-02-01,1275705,3.31,0.22,0.23,0.25
14,2,2013-02-01,1493406,3.87,0.26,0.27,0.30
14,3,2013-02-01,2022905,5.25,0.35,0.36,0.40
0,4,2013-02-01,3096538,7.19,0.49,0.49,0.55
1,4,2013-02-01,1223739,3.53,0.24,0.24,0.27
2,4,2013-02-01,1256287,3.76,0.25,0.26,0.29
3,4,2013-02-01,1594646,4.35,0.29,0.30,0.33
4,4,2013-02-01,1176330,3.17,0.21,0.22,0.24
5,4,2013-02-01,1422573,3.92,0.27,0.27,0.30
6,4,2013-02-01,1117998,3.34,0.23,0.23,0.26
7,4,2013-02-01,1275560,3.61,0.24,0.25,0.28
8,4,2013-02-01,1611870,3.90,0.26,0.27,0.30
9,4,2013-02-01,626856,2.01,0.14,0.14,0.15
10,4,2013-02-01,1687613,4.66,0.32,0.32,0.36
11,4,2013-02-01,1443845,4.40,0.30,0.30,0.34
12,4,2013-02-01,928027,2.97,0.20,0.20,0.23
13,4,2013-02-01,1329564,3.82,0.26,0.26,0.29
14,4,2013-02-01,1757681,4.56,0.31,0.31,0.35
0,0,2013-03-01,2031952,4.71,0.32,0.32,0.35
1,0,2013-03-01,898243,2.59,0.17,0.18,0.19
2,0,2013-03-01,863920,2.58,0.17,0.18,0.19
3,0,2013-03-01,1036565,2.83,0.19,0.19,0.21
4,0,2013-03-01,783030,2.11,0.14,0.14,0.16
5,0,2013-03-01,764696,2.11,0.14,0.14,0.16
6,0,2013-03-01,864710,2.59,0.17,0.18,0.19
7,0,2013-03-01,959145,2.71,0.18,0.19,0.20
8,0,2013-03-01,990763,2.40,0.16,0.16,0.18
9,0,2013-03-01,383576,1.23,0.08,0.08,0.09
10,0,2013-03-01,1185623,3.27,0.22,0.22,0.25
11,0,2013-03-01,884506,2.69,0.18,0.18,0.20
12,0,2013-03-01,587702,1.88,0.13,0.13,0.14
13,0,2013-03-01,840720,2.41,0.16,0.17,0.18
0,1,2013-03-01,2946925,6.84,0.46,0.47,0.51
1,1,2013-03-01,1198659,3.45,0.23,0.24,0.26
2,1,2013-03-01,1135876,3.40,0.23,0.23,0.26
3,1,2013-03-01,1648003,4.50,0.30,0.31,0.34
4,1,2013-03-01,1025534,2.76,0.19,0.19,0.21
5,1,2013-03-01,1300692,3.58,0.24,0.25,0.27
6,1,2013-03-01,1177823,3.52,0.24,0.24,0.27
7,1,2013-03-01,1227276,3.47,0.23,0.24,0.26
8,1,2013-03-01,1385697,3.35,0.23,0.23,0.25
9,1,2013-03-01,589271,1.89,0.13,0.13,0.14
10,1,2013-03-01,1823266,5.04,0.34,0.34,0.38
11,1,2013-03-01,1283232,3.91,0.26,0.27,0.29
12,1,2013-03-01,817534,2.62,0.18,0.18,0.20
13,1,2013-03-01,1187758,3.41,0.23,0.23,0.26
0,2,2013-03-01,4132616,9.59,0.65,0.66,0.72
1,2,2013-03-01,1224908,3.53,0.24,0.24,0.27
2,2,2013-03-01,1457084,4.36,0.29,0.30,0.33
3,2,2013-03-01,1724626,4.71,0.32,0.32,0.35
4,2,2013-03-01,1300908,3.51,0.24,0.24,0.26
5,2,2013-03-01,1733343,4.78,0.32,0.33,0.36
6,2,2013-03-01,1166612,3.49,0.24,0.24,0.26
7,2,2013-03-01,1434007,4.06,0.27,0.28,0.31
8,2,2013-03-01,1840909,4.46,0.30,0.31,0.34
9,2,2013-03-01,698936,2.24,0.15,0.15,0.17
10,2,2013-03-01,1524849,4.21,0.28,0.29,0.32
11,2,2013-03-01,1582601,4.82,0.32,0.33,0.36
12,2,2013-03-01,1030671,3.30,0.22,0.23,0.25
13,2,2013-03-01,1474083,4.24,0.29,0.29,0.32
0,3,2013-03-01,5754242,13.36,0.90,0.91,1.00
1,3,2013-03-01,1383636,3.99,0.27,0.27,0.30
2,3,2013-03-01,2014250,6.03,0.41,0.41,0.45
3,3,2013-03-01,2313203,6.31,0.43,0.43,0.47
4,3,2013-03-01,1767158,4.77,0.32,0.33,0.36
5,3,2013-03-01,2162931,5.96,0.40,0.41,0.45
6,3,2013-03-01,1963119,5.88,0.40,0.40,0.44
7,3,2013-03-01,1881898,5.32,0.36,0.36,0.40
8,3,2013-03-01,2715922,6.58,0.44,0.45,0.49
9,3,2013-03-01,841509,2.70,0.18,0.19,0.20
10,3,2013-03-01,3211078,8.88,0.60,0.61,0.67
11,3,2013-03-01,2253935,6.87,0.46,0.47,0.52
12,3,2013-03-01,1367727,4.38,0.30,0.30,0.33
13,3,2013-03-01,2008389,5.78,0.39,0.40,0.43
14,0,2013-03-01,898991,2.33,0.16,0.16,0.18
14,1,2013-03-01,1200535,3.11,0.21,0.21,0.23
14,2,2013-03-01,1429912,3.71,0.25,0.25,0.28
14,3,2013-03-01,1965785,5.10,0.34,0.35,0.38
0,4,2013-03-01,3495560,8.11,0.55,0.56,0.61
1,4,2013-03-01,1194149,3.44,0.23,0.24,0.26
2,4,2013-03-01,1275476,3.81,0.26,0.26,0.29
3,4,2013-03-01,1639844,4.47,0.30,0.31,0.34
4,4,2013-03-01,1170314,3.16,0.21,0.22,0.24
5,4,2013-03-01,1426674,3.93,0.27,0.27,0.30
6,4,2013-03-01,1195491,3.58,0.24,0.24,0.27
7,4,2013-03-01,1324648,3.75,0.25,0.26,0.28
8,4,2013-03-01,1608240,3.89,0.26,0.27,0.29
9,4,2013-03-01,631544,2.03,0.14,0.14,0.15
10,4,2013-03-01,1665501,4.60,0.31,0.32,0.35
11,4,2013-03-01,1444615,4.40,0.30,0.30,0.33
12,4,2013-03-01,917725,2.94,0.20,0.20,0.22
13,4,2013-03-01,1306103,3.75,0.25,0.26,0.28
14,4,2013-03-01,1708784,4.43,0.30,0.30,0.33
0,0,2013-04-01,2058534,4.77,0.32,0.32,0.36
1,0,2013-04-01,847593,2.44,0.16,0.17,0.18
2,0,2013-04-01,831198,2.48,0.17,0.17,0.19
3,0,2013-04-01,1082361,2.95,0.20,0.20,0.22
4,0,2013-04-01,684706,1.84,0.12,0.13,0.14
5,0,2013-04-01,819650,2.26,0.15,0.15,0.17
6,0,2013-04-01,880244,2.63,0.18,0.18,0.20
7,0,2013-04-01,952077,2.69,0.18,0.18,0.20
8,0,2013-04-01,1024053,2.48,0.17,0.17,0.18
9,0,2013-04-01,323724,1.04,0.07,0.07,0.08
10,0,2013-04-01,1176710,3.25,0.22,0.22,0.24
11,0,2013-04-01,859723,2.62,0.17,0.18,0.20
12,0,2013-04-01,586359,1.88,0.13,0.13,0.14
13,0,2013-04-01,821289,2.36,0.16,0.16,0.18
0,1,2013-04-01,2931443,6.80,0.45,0.46,0.51
1,1,2013-04-01,1216278,3.50,0.23,0.24,0.26
2,1,2013-04-01,1179049,3.53,0.24,0.24,0.26
3,1,2013-04-01,1660445,4.53,0.30,0.31,0.34
4,1,2013-04-01,973140,2.62,0.18,0.18,0.20
5,1,2013-04-01,1298096,3.58,0.24,0.24,0.27
6,1,2013-04-01,1119650,3.35,0.22,0.23,0.25
7,1,2013-04-01,1218172,3.44,0.23,0.23,0.26
8,1,2013-04-01,1424916,3.45,0.23,0.23,0.26
9,1,2013-04-01,543729,1.75,0.12,0.12,0.13
10,1,2013-04-01,1814653,5.01,0.33,0.34,0.37
11,1,2013-04-01,1256066,3.82,0.26,0.26,0.29
12,1,2013-04-01,809289,2.59,0.17,0.18,0.19
13,1,2013-04-01,1174406,3.38,0.23,0.23,0.25
0,2,2013-04-01,4155547,9.64,0.64,0.65,0.72
1,2,2013-04-01,1255576,3.62,0.24,0.25,0.27
2,2,2013-04-01,1461298,4.37,0.29,0.30,0.33
3,2,2013-04-01,1746953,4.77,0.32,0.32,0.36
4,2,2013-04-01,1330123,3.59,0.24,0.24,0.27
5,2,2013-04-01,1686145,4.65,0.31,0.32,0.35
6,2,2013-04-01,1227411,3.67,0.25,0.25,0.27
7,2,2013-04-01,1414997,4.00,0.27,0.27,0.30
8,2,2013-04-01,1842951,4.46,0.30,0.30,0.33
9,2,2013-04-01,695648,2.23,0.15,0.15,0.17
10,2,2013-04-01,1510635,4.17,0.28,0.28,0.31
11,2,2013-04-01,1607904,4.90,0.33,0.33,0.37
12,2,2013-04-01,1028179,3.29,0.22,0.22,0.25
13,2,2013-04-01,1464151,4.21,0.28,0.29,0.31
0,3,2013-04-01,5642368,13.10,0.87,0.89,0.98
1,3,2013-04-01,1425669,4.11,0.27,0.28,0.31
2,3,2013-04-01,2014956,6.03,0.40,0.41,0.45
3,3,2013-04-01,2389847,6.52,0.44,0.44,0.49
4,3,2013-04-01,1683105,4.54,0.30,0.31,0.34
5,3,2013-04-01,2156618,5.95,0.40,0.40,0.44
6,3,2013-04-01,2269355,6.79,0.45,0.46,0.51
7,3,2013-04-01,1815760,5.14,0.34,0.35,0.38
8,3,2013-04-01,2758246,6.68,0.45,0.45,0.50
9,3,2013-04-01,779496,2.50,0.17,0.17,0.19
10,3,2013-04-01,3301990,9.13,0.61,0.62,0.68
11,3,2013-04-01,2193170,6.68,0.45,0.45,0.50
12,3,2013-04-01,1371639,4.39,0.29,0.30,0.33
13,3,2013-04-01,1916945,5.51,0.37,0.37,0.41
14,0,2013-04-01,866631,2.25,0.15,0.15,0.17
14,1,2013-04-01,1162886,3.01,0.20,0.20,0.23
14,2,2013-04-01,1410657,3.66,0.24,0.25,0.27
14,3,2013-04-01,1888132,4.90,0.33,0.33,0.37
0,4,2013-04-01,3488377,8.10,0.54,0.55,0.60
1,4,2013-04-01,1208109,3.48,0.23,0.24,0.26
2,4,2013-04-01,1294940,3.87,0.26,0.26,0.29
3,4,2013-04-01,1681602,4.59,0.31,0.31,0.34
4,4,2013-04-01,1139799,3.07,0.21,0.21,0.23
5,4,2013-04-01,1417536,3.91,0.26,0.27,0.29
6,4,2013-04-01,1215517,3.64,0.24,0.25,0.27
7,4,2013-04-01,1317653,3.73,0.25,0.25,0.28
8,4,2013-04-01,1604444,3.88,0.26,0.26,0.29
9,4,2013-04-01,597151,1.92,0.13,0.13,0.14
10,4,2013-04-01,1634394,4.52,0.30,0.31,0.34
11,4,2013-04-01,1432659,4.36,0.29,0.30,0.33
12,4,2013-04-01,917030,2.94,0.20,0.20,0.22
13,4,2013-04-01,1273820,3.66,0.24,0.25,0.27
14,4,2013-04-01,1676082,4.35,0.29,0.29,0.32
0,0,2013-05-01,2044886,4.74,0.32,0.32,0.35
1,0,2013-05-01,839944,2.42,0.16,0.16,0.18
2,0,2013-05-01,816209,2.44,0.16,0.16,0.18
3,0,2013-05-01,1138433,3.10,0.21,0.21,0.23
4,0,2013-05-01,669191,1.80,0.12,0.12,0.13
5,0,2013-05-01,803514,2.21,0.15,0.15,0.16
6,0,2013-05-01,874161,2.61,0.17,0.18,0.19
7,0,2013-05-01,917124,2.59,0.17,0.17,0.19
8,0,2013-05-01,1036528,2.51,0.17,0.17,0.19
9,0,2013-05-01,343296,1.10,0.07,0.07,0.08
10,0,2013-05-01,1143926,3.16,0.21,0.21,0.24
11,0,2013-05-01,878290,2.67,0.18,0.18,0.20
12,0,2013-05-01,570569,1.83,0.12,0.12,0.14
13,0,2013-05-01,831974,2.39,0.16,0.16,0.18
0,1,2013-05-01,2935020,6.81,0.45,0.46,0.51
1,1,2013-05-01,1143649,3.29,0.22,0.22,0.25
2,1,2013-05-01,1154231,3.45,0.23,0.23,0.26
3,1,2013-05-01,1759115,4.80,0.32,0.32,0.36
4,1,2013-05-01,943391,2.54,0.17,0.17,0.19
5,1,2013-05-01,1366304,3.77,0.25,0.25,0.28
6,1,2013-05-01,1101772,3.30,0.22,0.22,0.25
